NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-BBJ9N6WZ,01/01/2023,18:12,161,EXITOSA,España,Encarnacion,Arias,Nogués,Lesotho,X9658091T,Libia,19/10/1995,False,Asunción,Arias,Jiménez,Lesotho,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-VYPRVL7Y,01/01/2023,20:48,218,EXITOSA,España,Alexandra,Navarro,Anaya,Belice,Y2288429N,Vietman,11/06/1916,False,Adora,Navarro,Alba,Belice,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-94JT6JPM,01/02/2023,16:06,2704,EXITOSA,España,Plácido,Patiño,Giralt,Kirguistán,X0891278M,Alemania,05/08/1978,False,Benjamín,Patiño,Matas,Kirguistán,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-O7ZDOHT7,01/02/2023,14:40,1511,EXITOSA,España,Severo,Lobo,Lerma,Indonesia,X1654143Y,Egipto,28/03/1924,False,Florentina,Lobo,Larrea,Indonesia,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-LK1VP3S1,01/02/2023,16:47,2297,EXITOSA,España,Amador,Alberdi,Caparrós,Turquía,X4265386J,Nueva Zelandia,19/12/1951,False,Eleuterio,Alberdi,,Turquía,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-UEN0IRZW,01/02/2023,11:54,378,EXITOSA,España,Albano,Hervia,Macías,Micronesia,Y7378622Y,Cabo Verde,19/09/1912,False,Severino,Hervia,Carbajo,Micronesia,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-CBQQCC24,01/03/2023,10:21,998,EXITOSA,España,Saturnino,Roldán,Nogués,Senegal,Z5021907T,Omán,20/10/1918,False,Rocío,Roldán,Diez,Senegal,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-2TL307X4,01/03/2023,15:15,1059,EXITOSA,España,Ani,Díez,Gallo,Antigua y Barbuda,Z5297690J,Chad,07/03/1966,False,Fidela,Díez,Romeu,Antigua y Barbuda,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-9RPRDAAN,01/03/2023,16:04,810,EXITOSA,España,Félix,Bermúdez,Giner,Camboya,Z4859632J,República Árabe Siria,09/09/1970,False,Pía,Bermúdez,Flor,Camboya,Granollers,Sujeto_Obligado8,Agente11234,False
TXN-IC172HYR,01/05/2023,16:46,1646,EXITOSA,España,Celestino,Rojas,Roig,Santa Lucía,Z6750020P,Kiribati,16/05/1993,False,Juan Luis,Escamilla,,Turkmenistán,Granollers,Sujeto_Obligado8,Agente11234,False
