NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-JP01IBLW,01/03/2023,14:28,1065,EXITOSA,España,Estefanía,Poza,Simó,Islas Salomón,Y1849200Z,Estados Unidos de América,24/11/1971,False,Esther,Poza,Jara,Islas Salomón,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-LLPNCS62,01/03/2023,05:26,1063,EXITOSA,España,Octavio,Rosales,,Chipre,Z9326552B,Uganda,16/04/1918,False,Prudencio,Arregui,Quevedo,Bulgaria,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-6KAN5BA1,01/03/2023,14:11,257,CANCELADA,España,Celestino,Rojas,Roig,Santa Lucía,Z6750020P,Kiribati,16/05/1993,False,Wilfredo,Montero,Valle,Bolivia,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-L18UVDJ0,01/04/2023,21:18,1510,EXITOSA,España,Anna,Sureda,Palacio,Tonga,Z9265225W,Papua Nueva Guinea,09/05/1943,False,Paz,Sureda,Roda,Tonga,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-ZB46MV7G,01/04/2023,09:54,143,EXITOSA,España,Alejandro,Alonso,Cordero,Burundi,Z0516938H,Kirguistán,01/04/1954,False,Tomasa,Alonso,,Burundi,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-B7ZECOE9,01/05/2023,18:28,2673,EXITOSA,España,José María,Exposito,Bolaños,Burundi,X3684962V,Swazilandia,16/01/2012,False,Ernesto,Exposito,,Burundi,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-ZR5410Z3,01/05/2023,21:13,525,EXITOSA,España,Cirino,Riera,Adadia,Cuba,Y2149161D,Chile,27/11/1992,False,Teófilo,Riera,Garcés,Cuba,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-5WX4R4KO,01/05/2023,13:26,2437,EXITOSA,España,Luisina,Hoz,Campoy,San Marino,Z6538013S,Sudáfrica,28/06/1926,False,Bárbara,Hoz,Solana,San Marino,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-FE7OZ9A9,01/05/2023,15:13,2137,CANCELADA,España,Jesús,Anglada,Laguna,Yemen,X3090236W,Bahrein,27/06/1948,False,Hermenegildo,Anglada,Soriano,Yemen,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-CLOAB9RQ,01/06/2023,17:09,740,EXITOSA,España,Teresa,Cifuentes,Camacho,Saint Kitts y Nevis,Z9797720R,India,04/12/1973,False,Maxi,Cifuentes,Costa,Saint Kitts y Nevis,Pamplona,Sujeto_Obligado6,Agente959,False
TXN-REJP5VCS,01/08/2023,14:30,2276,EXITOSA,España,Chelo,García,Pombo,Zambia,Y2076183X,Azerbaiyán,23/10/1968,False,Paulina,Estevez,Benito,Zambia,Pamplona,Sujeto_Obligado6,Agente959,False
