NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-F6LV7T6L,01/01/2023,17:37,1119,EXITOSA,España,Tristán,Galan,,Papua Nueva Guinea,Y1345409S,Vanuatu,09/01/2023,False,Jose,Galan,Nadal,Papua Nueva Guinea,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-5L8WOKKO,01/01/2023,18:58,1928,EXITOSA,España,Toribio,Barranco,Vallés,Kiribati,Z9151407B,Bahrein,10/11/1917,False,Gema,Barranco,Borrell,Kiribati,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-74IC9XRQ,01/01/2023,20:49,1041,EXITOSA,España,Lisandro,Carmona,Diez,Filipinas,X2847505J,Uruguay,24/05/1924,False,Pancho,Carmona,Gelabert,Filipinas,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-K43HPYKN,01/02/2023,14:58,2976,FALLIDA,España,Cintia,Gallego,Quero,Haití,Y4109436V,Kazajstán,11/05/1991,False,Reyes,Gallego,Haro,Haití,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-ZKY85NED,01/03/2023,18:14,717,EXITOSA,España,Ani,Díez,Gallo,Antigua y Barbuda,Z5297690J,Chad,07/03/1966,False,Fidela,Díez,Romeu,Antigua y Barbuda,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-85QOW48R,01/03/2023,21:43,650,EXITOSA,España,Julián,Castells,Haro,Nauru,X7605990M,Tayikistán,11/06/1926,False,Édgar,Castells,Portero,Nauru,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-FOZQ0ZXE,01/04/2023,20:53,2181,EXITOSA,España,Eugenio,Velázquez,Trillo,Lesotho,Z4853657H,Eslovenia,23/07/1985,False,Primitivo,Velázquez,Taboada,Lesotho,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-2JEJAVBB,01/04/2023,20:25,2271,EXITOSA,España,Dan,Murillo,Ibarra,Samoa,Z1787607Y,Gabón,29/06/1977,False,Rosa,Murillo,Ramirez,Samoa,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-2BF3WP4X,01/04/2023,18:42,2517,EXITOSA,España,Nieves,Pont,Zorrilla,Bhután,Y1818583X,Zimbabwe,27/04/1932,False,Albina,Pont,,Bhután,Rubi,Sujeto_Obligado8,Agente6393,False
TXN-7COZQ1VN,01/04/2023,14:55,122,EXITOSA,España,Clemente,Isern,Porta,Irán,Z8961404B,Ghana,20/11/1978,False,Ismael,Isern,,Irán,Rubi,Sujeto_Obligado8,Agente6393,False
