NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-J6YKIQJM,01/01/2023,14:01,1993,FALLIDA,España,Eladio,Pareja,Bou,México,X9382404Z,Chile,08/12/1999,False,Victoria,Pareja,Ferrer,México,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-I0EI01HY,01/02/2023,19:00,1576,EXITOSA,España,Celestino,Rincón,Lucena,Líbano,Y7546912M,Belarús,19/01/1933,False,Iván,Rincón,Mariscal,Líbano,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-FY8W05ZG,01/03/2023,13:07,1017,EXITOSA,España,Emigdio,Villanueva,Sebastián,Brasil,X8040002F,Eslovenia,07/04/1994,False,Rosaura,Villanueva,Coloma,Brasil,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-QP1T0X78,01/05/2023,21:32,1297,EXITOSA,España,Melania,Solera,Valbuena,Mauritania,Y8793179V,Estados Unidos de América,31/12/2013,False,Vicente,Solera,Roman,Mauritania,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-8Q9CA9ZA,01/06/2023,04:32,1932,EXITOSA,España,Vera,Alberdi,,Antigua y Barbuda,X7843041H,España,20/08/2009,False,Juan José,Alberdi,Salinas,Antigua y Barbuda,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-CAIXNDQP,01/06/2023,10:48,2960,EXITOSA,España,Saturnino,Roldán,Nogués,Senegal,Z5021907T,Omán,20/10/1918,False,Rocío,Roldán,Diez,Senegal,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-N3VS3C2A,01/06/2023,16:47,1892,FALLIDA,España,Duilio,Redondo,Codina,Bolivia,Z4051100T,Indonesia,02/02/1981,False,Manuela,Redondo,Bárcena,Bolivia,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-292SB820,01/06/2023,10:21,2277,EXITOSA,España,Eliana,Leon,Morera,Malawi,Z1186700C,Argelia,05/11/1960,False,Fidela,Leon,Chamorro,Malawi,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-XH76B6R5,01/07/2023,21:14,2846,EXITOSA,España,José,Ayllón,Nevado,Colombia,Z5161876Z,Egipto,26/03/1998,False,Joaquín,Ayllón,Trujillo,Colombia,Sesena,Sujeto_Obligado4,Agente10596,False
TXN-RQFDLJIH,01/07/2023,15:40,1750,EXITOSA,España,Crescencia,Osuna,Gallo,Niger,Y5314190P,Kenya,19/08/1920,False,Nazario,Osuna,Ortuño,Niger,Sesena,Sujeto_Obligado4,Agente10596,False
