NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-GAMWQE7X,01/01/2023,09:40,1394,CANCELADA,España,Leticia,Aguilera,Correa,Mauricio,Y6265067L,Seychelles,17/08/1919,True,Amada,Aguilera,,Mauricio,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-8R9DBH6R,01/02/2023,14:29,2789,EXITOSA,España,Celestino,Viñas,Arnau,Gabón,X5079963E,Estonia,05/12/1934,False,Jose Miguel,Viñas,,Gabón,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-975K4VTE,01/04/2023,13:42,2168,EXITOSA,España,Ester,Viña,Arévalo,Samoa,X4345942T,Liberia,22/09/1910,False,Vera,Viña,Gras,Samoa,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-NXGY6PXM,01/05/2023,13:23,2168,CANCELADA,España,Aitana,Nicolau,Bayón,Tuvalu,X1330196Z,Islandia,13/01/1914,False,Cayetana,Nicolau,Vives,Tuvalu,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-GN5KI3E7,01/08/2023,15:25,547,EXITOSA,España,Florinda,Romeu,,Gambia,Y4560972V,Albania,15/01/1916,False,Carlito,Segarra,Bermejo,Congo,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-2X45FAUP,01/08/2023,21:59,1095,EXITOSA,España,Juan Luis,Feliu,Flores,Pakistán,X3453794E,Sudán del Sur,21/04/1919,False,Nicolasa,Feliu,Romeu,Pakistán,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-2EQOFT55,01/08/2023,11:59,184,EXITOSA,España,Ani,Díez,Gallo,Antigua y Barbuda,Z5297690J,Chad,07/03/1966,False,Fidela,Díez,Romeu,Antigua y Barbuda,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-89DRE8O4,01/09/2023,20:24,2663,EXITOSA,España,Chuy,Andreu,Cervera,Mongolia,Z3330197D,República Popular Democrática de Corea,03/02/1911,False,Cristóbal,Andreu,Cabrero,Mongolia,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-18UVFB64,02/01/2023,17:13,449,EXITOSA,España,Ignacio,Gascón,,Ghana,Z5555714T,Burundi,02/10/1986,False,Emigdio,Gascón,Aparicio,Ghana,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-GSLS3TJC,02/04/2023,13:13,2574,EXITOSA,España,Samu,Lucena,Casal,Vanuatu,X8986283E,Fiji,25/06/2022,False,Teresa,Lucena,Miranda,Vanuatu,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-4FIOWTTS,02/05/2023,19:41,1181,EXITOSA,España,Paco,Burgos,Sanmartín,Malta,Y5874479V,Yemen,19/09/1950,False,Mauricio,Burgos,Escrivá,Malta,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-FAN3T6QP,02/05/2023,14:14,703,EXITOSA,España,Remedios,Valverde,Aparicio,China,Y9063487Y,Bangladesh,02/10/1971,False,Vicenta,Valverde,Bas,China,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-APUNV0T5,02/08/2023,12:56,1383,EXITOSA,España,Fito,Campoy,,Togo,X6067378R,Estonia,27/06/1986,False,Miguel Ángel,Campoy,Rivera,Togo,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-FMNUC98J,02/10/2023,09:09,2180,EXITOSA,España,América,Herrera,Pozuelo,República Árabe Siria,Y0621131F,Lituania,16/05/1950,False,Silvia,Herrera,Giménez,República Árabe Siria,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-ANTXXGYE,02/10/2023,15:29,2742,EXITOSA,España,Zoraida,Bonet,Camacho,Madagascar,X8191505D,Afganistán,12/01/2024,False,Evaristo,Bonet,Bermúdez,Madagascar,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-E9UWZIG2,02/11/2023,11:16,1985,EXITOSA,España,Coral,Alvarez,Esparza,Trinidad y Tabago,Z2942158A,Maldivas,10/09/1915,False,Imelda,Alvarez,Paredes,Trinidad y Tabago,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-A4PP00ZW,02/11/2023,17:43,564,EXITOSA,España,Vicenta,Acevedo,Escamilla,Niger,X0961077E,Afganistán,23/10/1965,False,Luna,Acevedo,,Niger,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-GXL6LDCW,02/11/2023,21:37,2808,EXITOSA,España,Clemente,Isern,Porta,Irán,Z8961404B,Ghana,20/11/1978,False,Ismael,Isern,,Irán,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-JEZBP6JY,02/12/2023,18:57,628,EXITOSA,España,Plácido,Escamilla,,Canadá,Z5579888R,Zimbabwe,29/11/2021,False,Andrés,Escamilla,,Canadá,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-QU1PTJNZ,02/12/2023,09:52,1401,EXITOSA,España,Juan Francisco,Segarra,,Congo,Z0142097P,Eslovenia,24/01/1921,False,Carlito,Segarra,Bermejo,Congo,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-5A5UZ6HA,03/02/2023,18:33,556,EXITOSA,España,Cirino,Riera,Adadia,Cuba,Y2149161D,Chile,27/11/1992,False,Teófilo,Riera,Garcés,Cuba,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-XUNRHLZ4,03/02/2023,18:22,1232,EXITOSA,España,Victoriano,Arregui,Ariza,Bulgaria,X5803759P,Federación de Rusia,24/09/1974,False,Prudencio,Arregui,Quevedo,Bulgaria,Barcelona,Sujeto_Obligado2,Agente7208,False
TXN-131RW68O,03/02/2023,14:03,1755,EXITOSA,España,Albano,Hervia,Macías,Micronesia,Y7378622Y,Cabo Verde,19/09/1912,False,Severino,Hervia,Carbajo,Micronesia,Barcelona,Sujeto_Obligado2,Agente7208,False
