NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-V79AG3AF,01/01/2023,10:51,160,EXITOSA,España,Carlito,Barbero,Carnero,Belice,Y9391805E,Irán,24/11/1915,False,Heliodoro,Barbero,,Belice,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-OG16JF8Y,01/01/2023,11:43,1523,EXITOSA,España,José,Ayllón,Nevado,Colombia,Z5161876Z,Egipto,26/03/1998,False,Joaquín,Ayllón,Trujillo,Colombia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-HSVS8IQ2,01/01/2023,16:52,377,FALLIDA,España,Zoraida,Bonet,Camacho,Madagascar,X8191505D,Afganistán,12/01/2024,False,Evaristo,Bonet,Bermúdez,Madagascar,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-XAPKAB5D,01/02/2023,20:56,1303,EXITOSA,España,Matías,Navarro,Jordán,Argelia,X6795607G,Polonia,23/03/1976,False,Joaquina,Navarro,Villalonga,Argelia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-FZKIYTHQ,01/02/2023,17:48,1428,EXITOSA,España,Matías,Navarro,Jordán,Argelia,X6795607G,Polonia,23/03/1976,False,Joaquina,Navarro,Villalonga,Argelia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-BNDSAN2K,01/02/2023,18:56,622,EXITOSA,España,Octavio,Cuervo,Cornejo,Samoa,X4345942T,Liberia,22/09/1910,False,Vera,Viña,Gras,Samoa,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-6NSEF8PG,01/02/2023,14:43,700,EXITOSA,España,Modesta,Nadal,,Malta,X5627449Q,Trinidad y Tabago,11/08/1966,False,Begoña,Nadal,Asenjo,Malta,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-6QLPP7HP,01/02/2023,20:28,1260,EXITOSA,España,Duilio,Redondo,Codina,Bolivia,Z4051100T,Indonesia,02/02/1981,False,Manuela,Redondo,Bárcena,Bolivia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-B4KG5QCD,01/03/2023,11:50,2102,EXITOSA,España,Teresita,Rovira,,Italia,Y6091153P,Burkina Faso,01/06/1909,False,Eduardo,González,Mir,Italia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-LYJEZFTB,01/03/2023,15:31,1977,CANCELADA,España,Guadalupe,Gutiérrez,Baños,Somalia,Y5888565G,Etiopía,24/02/1945,False,Aura,Gutiérrez,Pozo,Somalia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-VECYLXZC,01/03/2023,09:03,59,EXITOSA,España,Ángela,Maldonado,Pedraza,Bolivia,Y1690530K,República de Corea,04/02/2012,False,Prudencia,Maldonado,Sevillano,Bolivia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-VA7S69HU,01/03/2023,12:22,2705,EXITOSA,España,Osvaldo,Ordóñez,Sanmiguel,Islas Salomón,Y0695954B,República Centroafricana,01/03/1987,False,Arsenio,Ordóñez,Cabello,Islas Salomón,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-JX7D6V1I,01/03/2023,15:33,236,EXITOSA,España,Román,Alcaraz,Bernad,República de Macedonia del Norte,Y0429716K,Belice,21/10/2003,False,Zaida,Alcaraz,Ferreras,República de Macedonia del Norte,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-BWJ11GD2,01/04/2023,20:12,2435,EXITOSA,España,Anna,Sureda,Palacio,Tonga,Z9265225W,Papua Nueva Guinea,09/05/1943,False,Paz,Sureda,Roda,Tonga,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-0F2AGVP6,01/04/2023,17:34,109,EXITOSA,España,Juan Manuel,Valls,,Dinamarca,Y3838232Y,Lituania,06/10/1994,False,Ale,Valls,Ferrer,Dinamarca,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-9BUKBPA2,01/04/2023,21:15,2981,EXITOSA,España,Julián,Castells,Haro,Nauru,X7605990M,Tayikistán,11/06/1926,False,Édgar,Castells,Portero,Nauru,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-ZV38XNN3,01/04/2023,19:28,2562,EXITOSA,España,Pili,Roig,Garriga,Guinea Bissau,X1717463F,Nigeria,10/05/1964,False,Lucho,Roig,Mancebo,Guinea Bissau,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-43QRV48V,01/05/2023,11:15,1669,EXITOSA,España,Aristides,Ramos,Ródenas,Islas Salomón,X1146452V,Sri Lanka,29/01/1996,False,Eric,Ramos,Paz,Islas Salomón,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-MLG07GLJ,01/05/2023,09:35,640,EXITOSA,España,Margarita,Jaén,Caballero,Honduras,X4177581E,Arabia Saudita,18/04/2000,False,Perlita,Jaén,Serna,Honduras,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-NOKHFH06,01/05/2023,12:55,2998,EXITOSA,España,Blas,Agullo,Guerrero,Tailandia,Y1120491Z,Haití,09/02/2009,False,Isabel,Agullo,Valero,Tailandia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-UHG0SCGW,01/05/2023,13:07,985,EXITOSA,España,María,Calatayud,Medina,Bélgica,Z1498124R,Cuba,22/11/1961,False,Severino,Calatayud,Moles,Bélgica,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-RUAF6S77,01/06/2023,19:15,1836,EXITOSA,España,Celestino,Viñas,Arnau,Gabón,X5079963E,Estonia,05/12/1934,False,Jose Miguel,Viñas,,Gabón,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-TZ7GJR0X,01/06/2023,05:47,141,EXITOSA,España,Plácido,Escamilla,,Canadá,Z5579888R,Zimbabwe,29/11/2021,False,Andrés,Escamilla,,Canadá,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-P1761V5C,01/06/2023,17:47,2473,EXITOSA,España,Severo,Lobo,Lerma,Indonesia,X1654143Y,Egipto,28/03/1924,False,Florentina,Lobo,Larrea,Indonesia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-2IEE5Y12,01/07/2023,21:04,1832,EXITOSA,España,Bautista,Lago,,Israel,Y0053668T,Mali,15/01/1989,False,Nerea,Lago,Vazquez,Israel,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-Q7IMFXOZ,01/07/2023,16:24,959,EXITOSA,España,Zaira,Briones,Puente,Bahrein,X1706604G,Bulgaria,24/09/1921,False,Pilar,Briones,Pellicer,Bahrein,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-9FQGWAD2,01/08/2023,19:31,2925,EXITOSA,España,Melania,Solera,Valbuena,Mauritania,Y8793179V,Estados Unidos de América,31/12/2013,False,Vicente,Solera,Roman,Mauritania,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-3UENZ8N0,01/10/2023,13:24,1523,EXITOSA,España,Yolanda,Reig,Lobato,Granada,Z4452913A,Camboya,29/09/1995,False,Caridad,Reig,Perez,Granada,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-D2J3JSP3,01/10/2023,15:49,421,EXITOSA,España,Bernardo,Acedo,Juárez,Barbados,Z8144446J,Reino Unido de Gran Bretaña e Irlanda del Norte,10/02/1995,False,Silvia,Acedo,Sans,Barbados,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-I325ZH4O,01/11/2023,17:23,1369,EXITOSA,España,Duilio,Redondo,Codina,Bolivia,Z4051100T,Indonesia,02/02/1981,False,Manuela,Redondo,Bárcena,Bolivia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-JJSGC5X7,01/11/2023,09:13,1731,EXITOSA,España,Fito,Campoy,,Togo,X6067378R,Estonia,27/06/1986,False,Miguel Ángel,Campoy,Rivera,Togo,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-ABCTIEPJ,01/11/2023,21:44,978,EXITOSA,España,José Manuel,Leon,Chaves,Liberia,Y2424436C,Kirguistán,24/10/1917,False,Dolores,Leon,Arenas,Liberia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-I3S3PRZT,01/12/2023,21:43,1554,EXITOSA,España,Inmaculada,Bayón,Aguilera,Luxemburgo,X4788863X,República Dominicana,30/04/1979,False,Ramón,Bayón,,Luxemburgo,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-6HPCDS94,01/12/2023,15:28,687,EXITOSA,España,Coral,Alvarez,Esparza,Trinidad y Tabago,Z2942158A,Maldivas,10/09/1915,False,Imelda,Alvarez,Paredes,Trinidad y Tabago,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-6OFPYFRI,02/01/2023,21:53,2866,EXITOSA,España,Jonatan,Aliaga,Coll,Cabo Verde,Z1686138J,Nauru,06/01/1999,False,José Ángel,Aliaga,Peñas,Cabo Verde,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-R3UIBTA6,02/02/2023,14:17,517,EXITOSA,España,Ani,Díez,Gallo,Antigua y Barbuda,Z5297690J,Chad,07/03/1966,False,Fidela,Díez,Romeu,Antigua y Barbuda,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-L5R9Z0MZ,02/02/2023,09:08,1103,EXITOSA,España,Bárbara,Alberdi,Vélez,Lesotho,X9658091T,Libia,19/10/1995,False,Asunción,Arias,Jiménez,Lesotho,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-9GSZ4L4D,02/02/2023,16:26,471,EXITOSA,España,Juan Luis,Feliu,Flores,Pakistán,X3453794E,Sudán del Sur,21/04/1919,False,Nicolasa,Feliu,Romeu,Pakistán,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-2TQE2DP0,02/02/2023,14:38,2841,EXITOSA,España,Cirino,Riera,Adadia,Cuba,Y2149161D,Chile,27/11/1992,False,Teófilo,Riera,Garcés,Cuba,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-5785M284,02/02/2023,16:34,188,EXITOSA,España,Martina,Ferrer,Salgado,Benin,Y9682325Y,Sri Lanka,19/03/2014,False,Jordán,Ferrer,Solsona,Benin,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-RL34LWU1,02/03/2023,09:27,2452,EXITOSA,España,Rosario,Santamaría,Lladó,Bahamas,X7941699Y,Líbano,21/08/1990,False,Adelardo,Santamaría,,Bahamas,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-8NOV2YHI,02/03/2023,18:59,1074,EXITOSA,España,Trinidad,Casal,Esparza,Comoras,Z6100575Z,Santa Lucía,12/02/1948,False,Emigdio,Casal,Medina,Comoras,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-83E8ONWG,02/03/2023,04:38,733,EXITOSA,España,Cirino,Riera,Adadia,Cuba,Y2149161D,Chile,27/11/1992,False,Teófilo,Riera,Garcés,Cuba,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-SE8CPGVZ,02/05/2023,10:43,557,EXITOSA,España,Desiderio,Blanca,Solsona,Tuvalu,X2114818Z,Gambia,06/12/1957,False,Saturnina,Blanca,Rico,Tuvalu,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-L1GYR8PC,02/05/2023,14:00,1557,EXITOSA,España,Anabel,Delgado,Real,Myanmar,Y6818360R,República Checa,15/05/1928,False,Lidia,Delgado,,Myanmar,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-EQCB0XQY,02/07/2023,19:01,1581,EXITOSA,España,Prudencia,Estévez,,Albania,Y9519997N,Estados Unidos de América,07/05/1916,False,Bruno,Reyes,Morcillo,Albania,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-4RH5YYYC,02/07/2023,19:04,1768,EXITOSA,España,Leyre,Puig,,San Vicente y las Granadinas,Z8167738Y,Gambia,18/12/1954,False,Caridad,Puig,Pérez,San Vicente y las Granadinas,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-2465WLQR,02/08/2023,19:51,2557,EXITOSA,España,Crescencia,Osuna,Gallo,Niger,Y5314190P,Kenya,19/08/1920,False,Nazario,Osuna,Ortuño,Niger,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-I2CRDL7Q,02/08/2023,14:13,62,EXITOSA,España,Bernardo,Lucas,Iborra,República Checa,X4459615F,Tailandia,30/10/1968,False,Josep,Lucas,Beltrán,República Checa,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-DTBTEKRX,02/10/2023,15:15,1460,EXITOSA,España,Vera,Alberdi,,Antigua y Barbuda,X7843041H,España,20/08/2009,False,Juan José,Alberdi,Salinas,Antigua y Barbuda,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-9587929N,02/10/2023,13:20,1423,EXITOSA,España,Anna,Sureda,Palacio,Tonga,Z9265225W,Papua Nueva Guinea,09/05/1943,False,Paz,Sureda,Roda,Tonga,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-FDYPP4D6,02/10/2023,23:26,1134,EXITOSA,España,Ximena,Noriega,Ferrán,Suriname,Y6061137F,Costa Rica,01/03/1940,False,Viviana,Noriega,Vives,Suriname,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-VDWKUE44,02/10/2023,12:02,2054,EXITOSA,España,Alexandra,Navarro,Anaya,Belice,Y2288429N,Vietman,11/06/1916,False,Adora,Navarro,Alba,Belice,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-DDYRWDQB,02/11/2023,11:04,2572,EXITOSA,España,Nieves,Pont,Zorrilla,Bhután,Y1818583X,Zimbabwe,27/04/1932,False,Albina,Pont,,Bhután,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-3EE2QPK8,02/11/2023,16:06,96,EXITOSA,España,Anna,Sureda,Palacio,Tonga,Z9265225W,Papua Nueva Guinea,09/05/1943,False,Paz,Sureda,Roda,Tonga,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-CGLN3PC2,02/11/2023,18:47,2406,EXITOSA,España,Anna,Sureda,Palacio,Tonga,Z9265225W,Papua Nueva Guinea,09/05/1943,False,Paz,Sureda,Roda,Tonga,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-79XKMN4E,02/11/2023,10:00,2866,EXITOSA,España,Virgilio,Valera,,Côte d'Ivoire,Z1534152B,San Marino,12/07/1937,False,Jose Ignacio,Valera,Badía,Côte d'Ivoire,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-98TZIOP7,02/12/2023,18:40,2025,EXITOSA,España,Alejandro,Alonso,Cordero,Burundi,Z0516938H,Kirguistán,01/04/1954,False,Tomasa,Alonso,,Burundi,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-YINMC81A,02/12/2023,20:22,2369,EXITOSA,España,Rocío,Peinado,Ramirez,Maldivas,Z9516726K,Bahrein,24/01/1979,False,Felisa,Peinado,Escolano,Maldivas,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-KYNXNBFB,02/12/2023,20:55,2977,EXITOSA,España,Amada,Piñol,Aguado,Emiratos Árabes Unidos,X4253384V,Haití,11/11/1933,False,Octavio,Piñol,Casanovas,Emiratos Árabes Unidos,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-YBWXP6GK,02/12/2023,17:45,2382,CANCELADA,España,Lilia,Pareja,Molina,Saint Kitts y Nevis,Y4799099W,San Vicente y las Granadinas,02/03/2008,False,Jerónimo,Pareja,Pedrosa,Saint Kitts y Nevis,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-6NOIQMCW,03/01/2023,09:36,779,EXITOSA,España,Amada,Piñol,Aguado,Emiratos Árabes Unidos,X4253384V,Haití,11/11/1933,False,Octavio,Piñol,Casanovas,Emiratos Árabes Unidos,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-W6VXOQVV,03/01/2023,18:35,590,EXITOSA,España,Teresita,Rovira,,Italia,Y6091153P,Burkina Faso,01/06/1909,False,Clotilde,Guzman,Leal,Tailandia,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-7FGFI2I2,03/01/2023,19:42,286,EXITOSA,España,Jonatan,Morell,Montes,República de Moldova,Z2143331N,Polonia,24/05/1967,False,Andrés,Morell,,República de Moldova,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
TXN-1UDXK10R,03/01/2023,18:14,442,EXITOSA,España,Carlito,Barbero,Carnero,Belice,Y9391805E,Irán,24/11/1915,False,Heliodoro,Barbero,,Belice,Castellon De La Plana,Sujeto_Obligado4,Agente7346,False
