NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-4DCESFE2,01/01/2023,12:05,2461,EXITOSA,España,Teresita,Rovira,,Italia,Y6091153P,Burkina Faso,01/06/1909,False,Vanesa,Arjona,Castrillo,República Árabe Siria,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-P71FYCEU,01/02/2023,20:34,2898,EXITOSA,España,Amado,Nogués,Álvarez,Kenya,Z3109475H,Camerún,27/11/2009,False,Kike,Nogués,Montaña,Kenya,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-SN412N23,01/02/2023,21:12,2241,EXITOSA,España,Remedios,Valverde,Aparicio,China,Y9063487Y,Bangladesh,02/10/1971,False,Vicenta,Valverde,Bas,China,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-OGU2QU9U,01/03/2023,19:36,2459,EXITOSA,España,Severo,Río,Alberto,Uganda,Z8308697K,Brunei Darussalam,26/03/2022,False,Pili,Río,Tomas,Uganda,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-Z2JZT11W,01/04/2023,11:49,1020,EXITOSA,España,Melania,Solera,Valbuena,Mauritania,Y8793179V,Estados Unidos de América,31/12/2013,False,Vicente,Solera,Roman,Mauritania,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-PHPWQFA2,01/04/2023,18:41,508,EXITOSA,España,Ximena,Noriega,Ferrán,Suriname,Y6061137F,Costa Rica,01/03/1940,False,Viviana,Noriega,Vives,Suriname,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-VUSLAOB3,01/06/2023,11:12,2766,EXITOSA,España,César,Gimeno,Pujol,Angola,Z9787302W,Sudán del Sur,30/08/1968,False,Luís,Suárez,Montalbán,Iraq,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-G1M1JMF4,01/06/2023,10:41,1038,EXITOSA,España,Ester,Viña,Arévalo,Samoa,X4345942T,Liberia,22/09/1910,False,Vera,Viña,Gras,Samoa,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-NQQGUFUY,01/06/2023,18:10,1020,EXITOSA,España,Chuy,Sarmiento,,Bhután,X0988786Q,Jordania,11/12/1941,False,Timoteo,Sarmiento,Barco,Bhután,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-S1O0J2P8,01/07/2023,10:14,1492,EXITOSA,España,Leticia,Aguilera,Correa,Mauricio,Y6265067L,Seychelles,17/08/1919,False,Amada,Aguilera,,Mauricio,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-RZ2WW3C6,01/09/2023,03:56,104,EXITOSA,España,Jeremías,Aguiló,,Botswana,Z7082190N,Suecia,29/07/1929,False,Octavia,Aguiló,Mir,Botswana,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-DYWWXXQ5,01/09/2023,05:59,1442,FALLIDA,España,Alejandro,Bayona,Godoy,República Popular Democrática de Corea,X2604283Q,Brunei Darussalam,03/06/1942,False,Tomás,Bayona,Jover,República Popular Democrática de Corea,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-DNOPZM79,01/09/2023,10:19,144,FALLIDA,España,Aroa,Mínguez,Yáñez,Mongolia,Y8214026G,Jamaica,07/02/1996,False,Aura,Sevillano,,Cabo Verde,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-RWVYEBPK,01/11/2023,19:16,315,FALLIDA,España,Miguela,Salazar,,Luxemburgo,Y4055137K,República Centroafricana,09/07/2014,False,Lidia,Salazar,Ferreras,Luxemburgo,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-1ZC2MZA4,01/12/2023,13:38,800,EXITOSA,España,Felisa,Cardona,Diez,Vietman,Z5194129K,Albania,22/05/2007,False,Victor,Cardona,Robles,Vietman,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-S3REX2HK,02/03/2023,12:43,1682,EXITOSA,España,María,Calatayud,Medina,Bélgica,Z1498124R,Cuba,22/11/1961,False,Severino,Calatayud,Moles,Bélgica,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-2H9PGMCY,02/04/2023,16:22,102,EXITOSA,España,Salomón,Montalbán,Téllez,Irán,X3971956V,Líbano,03/08/1980,False,Estrella,Montalbán,Uría,Irán,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-SH8Q7OP2,02/04/2023,16:29,1807,FALLIDA,España,Fanny,Ferrándiz,Guitart,Marruecos,Z1176445T,Eslovenia,02/06/1997,False,Tere,Canales,Agullo,Marruecos,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
TXN-80R152LA,02/04/2023,15:23,796,FALLIDA,España,Saturnino,Reyes,Barros,Albania,Y9519997N,Estados Unidos de América,07/05/1916,False,Bruno,Reyes,Morcillo,Albania,Vilagarcia De Arousa,Sujeto_Obligado3,Agente6771,False
