NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-5L7IQ3KU,01/01/2023,13:54,1701,FALLIDA,España,Cintia,Gallego,Quero,Haití,Y4109436V,Kazajstán,11/05/1991,False,Reyes,Gallego,Haro,Haití,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-TX5C0MCL,01/01/2023,11:33,91,EXITOSA,España,Lino,Zamorano,Roselló,Niger,X5527339W,Barbados,06/11/1993,False,Diego,Zamorano,,Niger,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-E341JE0H,01/01/2023,10:40,228,EXITOSA,España,Nidia,Guzman,Mínguez,Tailandia,X8109027D,Italia,22/03/2006,False,Clotilde,Guzman,Leal,Tailandia,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-T7ZDPBYU,01/01/2023,15:40,2519,EXITOSA,España,Severo,Río,Alberto,Uganda,Z8308697K,Brunei Darussalam,26/03/2022,False,Pili,Río,Tomas,Uganda,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-5436DO6W,01/01/2023,14:04,104,EXITOSA,España,Apolinar,Castelló,Pinto,Noruega,Z5093002W,Israel,10/11/1958,False,Felicidad,Moreno,Carreras,Noruega,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-IBE8VJU7,01/02/2023,21:21,1163,EXITOSA,España,Abraham,Palacio,Colomer,Nueva Zelandia,X9405224H,Kuwait,16/01/1927,False,María Luisa,Palacio,Jerez,Nueva Zelandia,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-XO5GS4ZV,01/02/2023,21:20,1570,EXITOSA,España,Odalis,Muñoz,Aguado,Estados Unidos de América,Z8316239L,Madagascar,19/05/1991,False,Hugo,Muñoz,Vives,Estados Unidos de América,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-DNCNGTIE,01/02/2023,21:03,2120,EXITOSA,España,Hermenegildo,Piquer,Valverde,Chile,Y5580012L,Estados Unidos de América,04/08/1915,False,Virgilio,Piquer,Cerezo,Chile,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-V6LTFJ04,01/02/2023,21:41,1587,EXITOSA,España,María,Olivera,Collado,Mauricio,Y8883275E,República de Corea,26/10/1955,False,Gertrudis,Olivera,,Mauricio,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-UDUS3JWP,01/02/2023,12:06,2620,EXITOSA,España,Marisa,Pedrosa,Alcalde,Sudán,Z8239900V,Etiopía,17/03/1984,False,Prudencio,Pedrosa,Planas,Sudán,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-MJHBSROM,01/03/2023,18:56,1669,EXITOSA,España,Jordi,Ferrán,Ángel,Turkmenistán,Z3380435S,Brasil,15/01/1914,False,Joel,Ferrán,Arregui,Turkmenistán,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-ZXEM4UNL,01/04/2023,21:34,1679,EXITOSA,España,Severino,Rosales,Miguel,Dominicana,X6084787E,Camerún,24/12/1915,False,Eliana,Rosales,Frutos,Dominicana,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-OX1B9RHB,01/04/2023,13:18,675,EXITOSA,España,Cruz,Cases,Blanch,Pakistán,Z5346143M,Letonia,08/08/1949,False,Juanita,Cases,Jáuregui,Pakistán,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-IPTOCM38,01/04/2023,15:05,1419,EXITOSA,España,Saturnino,Roldán,Nogués,Senegal,Z5021907T,Omán,20/10/1918,False,Rocío,Roldán,Diez,Senegal,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-2XZRTPVU,01/04/2023,09:12,897,EXITOSA,España,Javier,Barral,Checa,Jamaica,Y6839596P,República de Moldova,04/02/2010,False,Nayara,Barral,Velázquez,Jamaica,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-08HJIKEW,01/04/2023,14:40,2306,EXITOSA,España,Alejandro,Bayona,Godoy,República Popular Democrática de Corea,X2604283Q,Brunei Darussalam,03/06/1942,False,Tomás,Bayona,Jover,República Popular Democrática de Corea,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-SXM87XR7,01/05/2023,14:01,2233,EXITOSA,España,José Manuel,Leon,Chaves,Liberia,Y2424436C,Kirguistán,24/10/1917,False,Dolores,Leon,Arenas,Liberia,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-A7ED6513,01/05/2023,13:11,2147,EXITOSA,España,Ángela,Núñez,Cervera,Maldivas,ZZZ6ED67,Gabón,07/08/2007,False,Roxana,Busquets,Zurita,Maldivas,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-T8BJVYE3,01/06/2023,13:37,2686,EXITOSA,España,Rosario,Santamaría,Lladó,Bahamas,X7941699Y,Líbano,21/08/1990,False,Adelardo,Santamaría,,Bahamas,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-NEOMJM84,01/07/2023,11:29,786,EXITOSA,España,Lisandro,Carmona,Diez,Filipinas,X2847505J,Uruguay,24/05/1924,False,Pancho,Carmona,Gelabert,Filipinas,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-DVJRLEWJ,01/07/2023,10:54,1529,EXITOSA,España,Cirino,Riera,Adadia,Cuba,Y2149161D,Chile,27/11/1992,False,Teófilo,Riera,Garcés,Cuba,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-I4VI7QP7,01/07/2023,15:44,341,EXITOSA,España,Enrique,Borrell,Olivera,Chad,X6236429W,Irán,07/08/1958,False,Albert,Borrell,,Chad,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-LJT6T9N2,01/07/2023,11:15,1712,EXITOSA,España,Remedios,Valverde,Aparicio,China,Y9063487Y,Bangladesh,02/10/1971,False,Vicenta,Valverde,Bas,China,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-VZ08FL37,01/08/2023,15:08,1286,EXITOSA,España,Fortunata,Bru,Aragonés,Liechtenstein,X8286851C,Yemen,29/09/2001,False,Jacinto,Bru,Echeverría,Liechtenstein,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-GKQBSEN4,01/10/2023,20:21,1494,FALLIDA,España,Tiburcio,Bru,,Rumania,X9904734Z,Bangladesh,28/01/1913,False,Evelia,Caparrós,Macías,Canadá,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-VJKPT255,01/10/2023,21:11,292,EXITOSA,España,Onofre,Muro,Palma,Filipinas,X9708573C,Omán,07/10/1961,False,Óscar,Ríos,Villa,Filipinas,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-8AIPI6IC,01/10/2023,14:15,2255,EXITOSA,España,Lino,Paniagua,Guerra,Panamá,Z5380692P,Bangladesh,26/03/2009,False,Ulises,Escamilla,Barragán,Panamá,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-F5QP358Y,01/10/2023,13:29,884,EXITOSA,España,Virgilio,Valera,,Côte d'Ivoire,Z1534152B,San Marino,12/07/1937,False,Jose Ignacio,Valera,Badía,Côte d'Ivoire,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-B3DD1LNL,01/10/2023,13:08,2708,EXITOSA,España,Paula,Fiol,Lluch,Mali,X9948316B,Côte d'Ivoire,09/05/1978,False,Gabriel,Fiol,,Mali,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-TLF1O2Z4,01/11/2023,15:02,2912,EXITOSA,España,Margarita,Jaén,Caballero,Honduras,X4177581E,Arabia Saudita,18/04/2000,False,Perlita,Jaén,Serna,Honduras,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-WI6VCVF1,01/12/2023,09:18,2070,CANCELADA,España,Alonso,Ayala,Carbonell,Palau,X6294064E,Argentina,22/09/2020,False,Sebastián,Ayala,Giménez,Palau,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-BBGWRRIV,01/12/2023,19:35,631,EXITOSA,España,Cecilio,Antón,Serra,Congo,X8493853E,Guinea,21/07/1910,False,Albert,Antón,Terrón,Congo,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-2DUR4VXG,02/01/2023,16:41,1254,EXITOSA,España,Marino,Romeu,,Lituania,Z9756605X,Afganistán,02/04/1989,False,Jonatan,Romeu,Losa,Lituania,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-LI1J5C4Q,02/01/2023,15:22,74,EXITOSA,España,Remedios,Valverde,Aparicio,China,Y9063487Y,Bangladesh,02/10/1971,False,Vicenta,Valverde,Bas,China,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-LQ6NCN84,02/02/2023,17:05,1097,EXITOSA,España,Paula,Fiol,Lluch,Mali,X9948316B,Côte d'Ivoire,09/05/1978,False,Gabriel,Fiol,,Mali,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-RPU2WV91,02/02/2023,17:56,1945,EXITOSA,España,Cecilio,Antón,Serra,Congo,X8493853E,Guinea,21/07/1910,False,Albert,Antón,Terrón,Congo,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-JZE6JRBN,02/02/2023,21:27,359,EXITOSA,España,Luisina,Hoz,Campoy,San Marino,Z6538013S,Sudáfrica,28/06/1926,False,Bárbara,Hoz,Solana,San Marino,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-2OK0UKDC,02/02/2023,12:04,2923,EXITOSA,España,Amílcar,Cañas,Gutiérrez,Angola,Y4027992Q,República Unida de Tanzanía,16/05/2011,False,Luisina,Cañas,Llabrés,Angola,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-Q6WJ9NI9,02/03/2023,13:36,1447,EXITOSA,España,Sebastián,Granados,,Serbia,X4303137K,Zambia,10/08/1985,False,Dominga,Granados,Andreu,Serbia,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-XGTTSTGJ,02/03/2023,15:27,2240,EXITOSA,España,Emelina,Merino,Cañas,Noruega,X2794609V,Nicaragua,18/06/2020,False,Edu,Merino,Aguado,Noruega,Zaragoza,Sujeto_Obligado1,Agente12083,False
TXN-FT0U0M0Z,02/04/2023,14:28,2738,EXITOSA,España,Ani,Díez,Gallo,Antigua y Barbuda,Z5297690J,Chad,07/03/1966,False,Fidela,Díez,Romeu,Antigua y Barbuda,Zaragoza,Sujeto_Obligado1,Agente12083,False
