NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-ELQ5PCVV,01/01/2023,19:06,2188,EXITOSA,España,Paco,Burgos,Sanmartín,Malta,Y5874479V,Yemen,19/09/1950,False,Mauricio,Burgos,Escrivá,Malta,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-019TADAC,01/01/2023,10:43,1667,EXITOSA,España,Paula,Fiol,Lluch,Mali,X9948316B,Côte d'Ivoire,09/05/1978,False,Gabriel,Fiol,,Mali,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-TG8A4LMR,01/02/2023,21:22,1446,EXITOSA,España,Cintia,Gallego,Quero,Haití,Y4109436V,Kazajstán,11/05/1991,False,Reyes,Gallego,Haro,Haití,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-5YIKCHKQ,01/02/2023,16:40,1044,EXITOSA,España,Octavia,Rey,Jáuregui,Bélgica,Y3893984Y,Noruega,01/08/1953,False,Eulalia,Rey,Garay,Bélgica,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-S5YYCR5R,01/02/2023,09:38,1917,EXITOSA,España,Ricarda,Pelayo,Vidal,República Árabe Siria,ZZZ28478,Swazilandia,24/01/1958,False,Purificación,Pelayo,,República Árabe Siria,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-5YAUVNUB,01/02/2023,03:52,624,EXITOSA,España,Ani,Díez,Gallo,Antigua y Barbuda,Z5297690J,Chad,07/03/1966,False,Fidela,Díez,Romeu,Antigua y Barbuda,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-7SK96LT0,01/03/2023,12:01,507,EXITOSA,España,Virgilio,Valera,,Côte d'Ivoire,Z1534152B,San Marino,12/07/1937,False,Jose Ignacio,Valera,Badía,Côte d'Ivoire,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-39BB5WZC,01/03/2023,09:17,2747,EXITOSA,España,Baldomero,Fajardo,Mur,Serbia,X4303137K,Zambia,10/08/1985,False,Dominga,Granados,Andreu,Serbia,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-XZVXORYF,01/03/2023,17:42,668,EXITOSA,España,Noemí,Caro,,Egipto,X7320193Y,Guinea,07/01/1993,False,Luisa,Pagès,Garmendia,Angola,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-HFQRDBHY,01/03/2023,16:27,551,EXITOSA,España,Ignacio,Perales,,Singapur,Z2989272J,Suriname,03/09/1936,False,Humberto,Perales,,Singapur,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-4KV7GULJ,01/03/2023,12:25,2166,EXITOSA,España,Poncio,Escamilla,,Turkmenistán,X0505400K,Noruega,22/08/1952,False,Juan Luis,Escamilla,,Turkmenistán,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-HRUB0M1V,01/04/2023,17:34,1442,EXITOSA,España,Plácido,Patiño,Giralt,Kirguistán,X0891278M,Alemania,05/08/1978,False,Benjamín,Patiño,Matas,Kirguistán,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-AWGZO6RC,01/04/2023,12:36,2114,EXITOSA,España,Marino,Chamorro,Cano,Austria,Y5053023Y,San Vicente y las Granadinas,23/05/2000,False,Pepita,Chamorro,,Austria,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-CHO9K96O,01/04/2023,19:57,2388,EXITOSA,España,Amada,Piñol,Aguado,Emiratos Árabes Unidos,X4253384V,Haití,11/11/1933,False,Octavio,Piñol,Casanovas,Emiratos Árabes Unidos,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-IE6ODBSY,01/04/2023,06:41,1006,EXITOSA,España,Fito,Campoy,,Togo,X6067378R,Estonia,27/06/1986,False,Miguel Ángel,Campoy,Rivera,Togo,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-WC7OAI0I,01/05/2023,15:31,2269,EXITOSA,España,Duilio,Redondo,Codina,Bolivia,Z4051100T,Indonesia,02/02/1981,False,Manuela,Redondo,Bárcena,Bolivia,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-NH9OM31V,01/05/2023,10:40,1563,EXITOSA,España,Fito,Campoy,,Togo,X6067378R,Estonia,27/06/1986,False,Miguel Ángel,Campoy,Rivera,Togo,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-H1LMDP4J,01/05/2023,14:38,1476,EXITOSA,España,Ani,Villalonga,Barba,Georgia,X4745919F,Suiza,25/07/2006,False,Nicolás,Villalonga,,Georgia,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-7N0LC369,01/06/2023,21:50,1704,EXITOSA,España,Lino,Zamorano,Roselló,Niger,X5527339W,Barbados,06/11/1993,False,Diego,Zamorano,,Niger,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-GNB362JS,01/06/2023,11:10,2832,EXITOSA,España,Toribio,Barranco,Vallés,Kiribati,Z9151407B,Bahrein,10/11/1917,False,Gema,Barranco,Borrell,Kiribati,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-8GQD539K,01/06/2023,11:26,632,EXITOSA,España,Ambrosio,Ocaña,Arnau,Afganistán,X9695800N,Micronesia,23/04/1929,False,Gonzalo,Ocaña,,Afganistán,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-CYKOGEYP,01/07/2023,19:12,2223,EXITOSA,España,Severo,Río,Alberto,Uganda,Z8308697K,Brunei Darussalam,26/03/2022,False,Pili,Río,Tomas,Uganda,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-W2VSF3KT,01/08/2023,10:54,901,EXITOSA,España,Eliana,Leon,Morera,Malawi,Z1186700C,Argelia,05/11/1960,False,Fidela,Leon,Chamorro,Malawi,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-GONFR74D,01/08/2023,02:15,516,EXITOSA,España,Narciso,Salom,Lago,Uruguay,ZZZF2C02,Saint Kitts y Nevis,02/10/1962,False,Norberto,Salom,,Uruguay,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-LPAN6A1G,01/08/2023,18:36,393,EXITOSA,España,Guadalupe,Gutiérrez,Baños,Somalia,Y5888565G,Etiopía,24/02/1945,False,Aura,Gutiérrez,Pozo,Somalia,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-3UAOG3BR,01/09/2023,21:53,427,EXITOSA,España,Ani,Villalonga,Barba,Georgia,X4745919F,Suiza,25/07/2006,False,Nicolás,Villalonga,,Georgia,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-95ETF509,01/09/2023,14:28,2113,CANCELADA,España,Anastasia,Ropero,,Croacia,X3781092F,Haití,14/10/1976,False,Cristóbal,Andreu,Cabrero,Mongolia,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-VTNL0FL2,01/09/2023,13:02,2557,EXITOSA,España,Eloy,Miguel,Correa,Indonesia,Z7144737E,Canadá,13/10/2011,False,Rosalinda,Miguel,Sebastián,Indonesia,Almeria,Sujeto_Obligado13,Agente1168,False
TXN-SDBX11K7,01/09/2023,11:36,1684,EXITOSA,España,Coral,Alvarez,Esparza,Trinidad y Tabago,Z2942158A,Maldivas,10/09/1915,False,Imelda,Alvarez,Paredes,Trinidad y Tabago,Almeria,Sujeto_Obligado13,Agente1168,False
