NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-0VAFVM1R,01/03/2023,13:33,2568,EXITOSA,España,Édgar,Criado,,Suiza,X4483905D,Burkina Faso,25/12/1938,False,Adriana,Criado,Blázquez,Suiza,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-XYL4GECP,01/03/2023,17:15,1834,EXITOSA,España,Saturnino,Reyes,Barros,Albania,Y9519997N,Estados Unidos de América,07/05/1916,False,Bruno,Reyes,Morcillo,Albania,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-EEIUK7SR,01/04/2023,13:10,848,EXITOSA,España,Samu,Lucena,Casal,Vanuatu,X8986283E,Fiji,25/06/2022,False,Teresa,Lucena,Miranda,Vanuatu,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-GOLQ2NEW,01/04/2023,11:47,997,EXITOSA,España,Ani,Villalonga,Barba,Georgia,X4745919F,Suiza,25/07/2006,False,Nicolás,Villalonga,,Georgia,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-N8ADSJFX,01/04/2023,20:20,2168,EXITOSA,España,Juan Bautista,Simó,Torres,Cuba,X3724539B,Chad,16/02/1930,False,Rosa,Simó,Miguel,Cuba,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-BX2ZLGW8,01/04/2023,17:32,2849,EXITOSA,España,Rosa María,Azorin,Peiró,Kuwait,Y2671292V,Canadá,10/01/1961,False,Hipólito,Azorin,Izaguirre,Kuwait,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-CRH7JNEJ,01/04/2023,21:25,2902,EXITOSA,España,Fernando,Valenzuela,,Mozambique,Y7065830Z,Marruecos,08/09/2014,False,Buenaventura,Valenzuela,,Mozambique,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-Q81U7P19,01/04/2023,21:25,1408,CANCELADA,España,Lilia,Pareja,Molina,Saint Kitts y Nevis,Y4799099W,San Vicente y las Granadinas,02/03/2008,False,Jerónimo,Pareja,Pedrosa,Saint Kitts y Nevis,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-G4XUSX74,01/05/2023,16:21,2498,FALLIDA,España,América,Sarabia,Almansa,Eslovenia,Y7365022E,Reino Unido de Gran Bretaña e Irlanda del Norte,06/08/2018,False,Ainoa,Sarabia,,Eslovenia,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-0RLBTWC5,01/05/2023,17:35,140,EXITOSA,España,Emigdio,Villanueva,Sebastián,Brasil,X8040002F,Eslovenia,07/04/1994,False,Rosaura,Villanueva,Coloma,Brasil,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-V3LWIIMQ,01/05/2023,15:08,1231,FALLIDA,España,Albano,Acero,Romero,Venezuela,X4819465E,Eritrea,29/07/1937,False,Noé,Acero,Mascaró,Venezuela,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-JS7HSYJ3,01/06/2023,21:33,596,EXITOSA,España,Crescencia,Osuna,Gallo,Niger,Y5314190P,Kenya,19/08/1920,False,Nazario,Osuna,Ortuño,Niger,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-0OXS33JI,01/06/2023,16:33,528,EXITOSA,España,Isidro,Ríos,Pascual,Filipinas,X9708573C,Omán,07/10/1961,False,Óscar,Ríos,Villa,Filipinas,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-5GW5SZQD,01/07/2023,17:50,2526,EXITOSA,España,Victoriano,Arregui,Ariza,Bulgaria,X5803759P,Federación de Rusia,24/09/1974,False,Prudencio,Arregui,Quevedo,Bulgaria,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-J9D1NITV,01/07/2023,15:41,1463,EXITOSA,España,Nidia,Guzman,Mínguez,Tailandia,X8109027D,Italia,22/03/2006,False,Clotilde,Guzman,Leal,Tailandia,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-IZ3AR4YW,01/07/2023,21:59,1009,EXITOSA,España,Odalis,Muñoz,Aguado,Estados Unidos de América,Z8316239L,Madagascar,19/05/1991,False,Hugo,Muñoz,Vives,Estados Unidos de América,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-KZDR4DPR,01/08/2023,19:19,1151,EXITOSA,España,Ricarda,Pelayo,Vidal,República Árabe Siria,Z4677002A,Swazilandia,24/01/1958,False,Purificación,Pelayo,,República Árabe Siria,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-N06ZC0EQ,01/08/2023,10:06,985,EXITOSA,España,Saturnino,Reyes,Barros,Albania,Y9519997N,Estados Unidos de América,07/05/1916,False,Bruno,Reyes,Morcillo,Albania,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-WXH9AWUC,01/08/2023,13:36,2905,EXITOSA,España,José Luis,Burgos,Solís,Albania,Y9519997N,Estados Unidos de América,07/05/1916,False,Bruno,Reyes,Morcillo,Albania,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-HOO2MUZL,01/08/2023,15:33,228,EXITOSA,España,Américo,Anguita,Heredia,Finlandia,Y4321722J,Ecuador,30/01/1933,False,Humberto,Anguita,Varela,Finlandia,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-1A5Q2Q5B,01/09/2023,17:22,2340,EXITOSA,España,Lisandro,Carmona,Diez,Filipinas,X2847505J,Uruguay,24/05/1924,False,Pancho,Carmona,Gelabert,Filipinas,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-TEBLEUDJ,01/09/2023,16:14,175,EXITOSA,España,Noemí,Caro,,Egipto,X7320193Y,Guinea,07/01/1993,False,Julio,Tamayo,Villalobos,Hungría,Mazarron,Sujeto_Obligado3,Agente6623,False
TXN-U4WQLZXZ,01/09/2023,10:11,1087,EXITOSA,España,Jesús,Anglada,Laguna,Yemen,X3090236W,Bahrein,27/06/1948,False,Hermenegildo,Anglada,Soriano,Yemen,Mazarron,Sujeto_Obligado3,Agente6623,False
