NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-569M7EZ9,01/01/2023,04:12,2873,CANCELADA,España,Ángela,Maldonado,Pedraza,Bolivia,Y1690530K,República de Corea,04/02/2012,False,Prudencia,Maldonado,Sevillano,Bolivia,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-DRWGW7FM,01/01/2023,19:21,2600,EXITOSA,España,Socorro,Puga,,Uganda,Z3897624A,Irán,14/12/1968,False,Hilario,Puga,Gibert,Uganda,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-1IFYWXPZ,01/01/2023,16:45,849,EXITOSA,España,Ricarda,Pelayo,Vidal,República Árabe Siria,Z4677002A,Swazilandia,24/01/1958,False,Purificación,Pelayo,,República Árabe Siria,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-GJ9Y5AS9,01/01/2023,21:03,2085,EXITOSA,España,Nando,Peralta,Galvez,Palau,Z1563193A,Panamá,09/12/1922,False,Julieta,Peralta,Cabrero,Palau,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-E5C90T4G,01/01/2023,13:33,1637,EXITOSA,España,Ángela,Maldonado,Pedraza,Bolivia,Y1690530K,República de Corea,04/02/2012,False,Prudencia,Maldonado,Sevillano,Bolivia,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-B725F6JR,01/02/2023,18:41,2901,EXITOSA,España,Jeremías,Aguiló,,Botswana,Z7082190N,Suecia,29/07/1929,False,Octavia,Aguiló,Mir,Botswana,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-5HBI8WND,01/02/2023,15:48,1836,EXITOSA,España,Guadalupe,Palomo,Arroyo,Islas Salomón,X4507074V,Mozambique,10/08/1923,False,Cristian,Uría,Calvet,Islas Salomón,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-V5RQPTG7,01/03/2023,19:04,2196,EXITOSA,España,José Manuel,Leon,Chaves,Liberia,Y2424436C,Kirguistán,24/10/1917,False,Dolores,Leon,Arenas,Liberia,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-Y97052GO,01/03/2023,14:34,1149,EXITOSA,España,Anna,Sureda,Palacio,Tonga,ZZZ4056D,Papua Nueva Guinea,09/05/1943,False,Paz,Sureda,Roda,Tonga,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-A9V8R2FB,01/04/2023,13:26,1125,EXITOSA,España,Laura,Colom,,Omán,Y8375950P,Chipre,29/06/2004,False,Jordi,Asensio,Torrents,Omán,Badalona,Sujeto_Obligado13,Agente4744,False
TXN-1WWJ6000,01/04/2023,21:00,1780,EXITOSA,España,Nieves,Pont,Zorrilla,Bhután,Y1818583X,Zimbabwe,27/04/1932,False,Albina,Pont,,Bhután,Badalona,Sujeto_Obligado13,Agente4744,False
