NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-RCF8KEGX,01/02/2023,12:14,834,EXITOSA,España,Florinda,Romeu,,Gambia,Y4560972V,Albania,15/01/1916,False,Alex,Castells,Valcárcel,Etiopía,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-IT095TX2,01/02/2023,17:53,2018,EXITOSA,España,Toribio,Barranco,Vallés,Kiribati,Z9151407B,Bahrein,10/11/1917,False,Gema,Barranco,Borrell,Kiribati,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-XYRBNXW2,01/03/2023,21:00,1428,EXITOSA,España,Édgar,Criado,,Suiza,X4483905D,Burkina Faso,25/12/1938,False,Adriana,Criado,Blázquez,Suiza,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-HE47S99M,01/03/2023,11:36,2107,EXITOSA,España,Marisela,Ayuso,Piquer,Estados Unidos de América,Z8316239L,Madagascar,19/05/1991,False,Hugo,Muñoz,Vives,Estados Unidos de América,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-PI8XBZ0C,01/04/2023,17:21,751,EXITOSA,España,Adelia,Castro,Carballo,Irlanda,Y9120534J,Bahamas,19/04/1934,False,Evaristo,Castro,Andreu,Irlanda,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-3XJ7SJE9,01/04/2023,11:33,1977,EXITOSA,España,Dan,Murillo,Ibarra,Samoa,Z1787607Y,Gabón,29/06/1977,False,Rosa,Murillo,Ramirez,Samoa,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-YPCFSSZ6,01/05/2023,15:29,2778,EXITOSA,España,Montserrat,Oliva,Tena,Belice,Y9391805E,Irán,24/11/1915,False,Heliodoro,Barbero,,Belice,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-B16MUQJV,01/06/2023,17:18,1397,CANCELADA,España,Félix,Bermúdez,Giner,Camboya,Z4859632J,República Árabe Siria,09/09/1970,False,Pía,Bermúdez,Flor,Camboya,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-LTIRT8EY,01/06/2023,19:24,2375,EXITOSA,España,Carina,Salamanca,Aguilar,Guinea Bissau,Y7028126F,Arabia Saudita,10/09/1924,False,Amaya,Salamanca,Parejo,Guinea Bissau,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-BU2DRCDM,01/06/2023,17:03,1632,EXITOSA,España,Azahara,Español,Páez,Rwanda,X4730478E,República Dominicana,25/05/1925,False,Juanito,Español,Gaya,Rwanda,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-A6QPH82R,01/08/2023,21:46,850,CANCELADA,España,Cecilio,Gaya,,Mongolia,Z3330197D,República Popular Democrática de Corea,03/02/1911,False,Cristóbal,Andreu,Cabrero,Mongolia,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-VXRBGP8T,01/09/2023,15:25,1270,EXITOSA,España,Victoriano,Arregui,Ariza,Bulgaria,X5803759P,Federación de Rusia,24/09/1974,False,Prudencio,Arregui,Quevedo,Bulgaria,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-67VJCRWX,01/10/2023,14:14,180,EXITOSA,España,Socorro,Montes,Murcia,Malawi,X4246597S,Islas Marshall,08/12/1954,False,Iván,Rincón,Mariscal,Líbano,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-W338B5UE,01/10/2023,17:16,1076,EXITOSA,España,Socorro,Montes,Murcia,Malawi,X4246597S,Islas Marshall,08/12/1954,False,Cecilio,Morales,Acevedo,Kenya,Arrecife,Sujeto_Obligado3,Agente4558,False
TXN-A96AI3OE,01/12/2023,18:11,2009,EXITOSA,España,José Manuel,Leon,Chaves,Liberia,Y2424436C,Kirguistán,24/10/1917,False,Dolores,Leon,Arenas,Liberia,Arrecife,Sujeto_Obligado3,Agente4558,False
