NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-S81GUUYH,01/01/2023,11:58,887,EXITOSA,España,Juliana,Asensio,Ayuso,Omán,Y8375950P,Chipre,29/06/2004,False,Jordi,Asensio,Torrents,Omán,Rubi,Sujeto_Obligado8,Agente540,False
TXN-ZVL4UVY4,01/01/2023,10:23,1372,EXITOSA,España,Trinidad,Casal,Esparza,Comoras,Z6100575Z,Santa Lucía,12/02/1948,False,Emigdio,Casal,Medina,Comoras,Rubi,Sujeto_Obligado8,Agente540,False
TXN-OGWSFUPU,01/01/2023,21:01,509,EXITOSA,España,Rocío,Peinado,Ramirez,Maldivas,Z9516726K,Bahrein,24/01/1979,False,Felisa,Peinado,Escolano,Maldivas,Rubi,Sujeto_Obligado8,Agente540,False
TXN-OSSOBDMV,01/01/2023,16:37,623,EXITOSA,España,Alejandra,Saura,Téllez,Bahrein,Z7978767A,Sri Lanka,27/10/1977,False,Seve,Saura,Duque,Bahrein,Rubi,Sujeto_Obligado8,Agente540,False
TXN-MTNLJBNA,01/02/2023,14:13,243,EXITOSA,España,Agapito,Torres,Galindo,Angola,Y4075136X,Panamá,26/06/1966,False,Isidora,Torres,Mateos,Angola,Rubi,Sujeto_Obligado8,Agente540,False
TXN-S3B1KXPC,01/02/2023,16:42,534,EXITOSA,España,Dafne,Uría,Águila,Islas Salomón,X4507074V,Mozambique,10/08/1923,False,Cristian,Uría,Calvet,Islas Salomón,Rubi,Sujeto_Obligado8,Agente540,False
TXN-3ZZTUP7S,01/02/2023,16:38,590,EXITOSA,España,Román,Alcaraz,Bernad,República de Macedonia del Norte,Y0429716K,Belice,21/10/2003,False,Zaida,Alcaraz,Ferreras,República de Macedonia del Norte,Rubi,Sujeto_Obligado8,Agente540,False
TXN-CGWGFOST,01/03/2023,12:54,684,EXITOSA,España,Saturnino,Reyes,Barros,Albania,Y9519997N,Estados Unidos de América,07/05/1916,False,Bruno,Reyes,Morcillo,Albania,Rubi,Sujeto_Obligado8,Agente540,False
TXN-38HXWA9C,01/03/2023,17:40,564,EXITOSA,España,Emilia,Gálvez,,Irlanda,X3384810S,Bélgica,20/08/2023,False,Milagros,Gálvez,Cabrera,Irlanda,Rubi,Sujeto_Obligado8,Agente540,False
TXN-CF8EXWL5,01/03/2023,13:00,1538,EXITOSA,España,Eladio,Pareja,Bou,México,X9382404Z,Chile,08/12/1999,False,Victoria,Pareja,Ferrer,México,Rubi,Sujeto_Obligado8,Agente540,False
TXN-SQ7LFU2T,01/04/2023,14:35,1046,EXITOSA,España,Ester,Viña,Arévalo,Samoa,X4345942T,Liberia,22/09/1910,False,Vera,Viña,Gras,Samoa,Rubi,Sujeto_Obligado8,Agente540,False
