NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-7OMI9JBX,01/01/2023,19:45,1719,EXITOSA,España,Marco,Santos,Santana,Finlandia,Y8259181X,Austria,02/02/1972,False,Tristán,Santos,Priego,Finlandia,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-EQ3J4Q7X,01/02/2023,10:50,1307,EXITOSA,España,Félix,Bermúdez,Giner,Camboya,Z4859632J,República Árabe Siria,09/09/1970,False,Pía,Bermúdez,Flor,Camboya,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-070B8AME,01/02/2023,13:20,2739,EXITOSA,España,Margarita,Jaén,Caballero,Honduras,X4177581E,Arabia Saudita,18/04/2000,False,Perlita,Jaén,Serna,Honduras,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-V4SMYHP5,01/03/2023,11:05,2370,FALLIDA,España,Paula,Fiol,Lluch,Mali,X9948316B,Côte d'Ivoire,09/05/1978,False,Gabriel,Fiol,,Mali,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-3FGESBS8,01/04/2023,20:21,2960,EXITOSA,España,Chuy,Sarmiento,,Bhután,X0988786Q,Jordania,11/12/1941,False,Timoteo,Sarmiento,Barco,Bhután,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-MKCLHS65,01/04/2023,13:30,1486,EXITOSA,España,Toribio,Barranco,Vallés,Kiribati,Z9151407B,Bahrein,10/11/1917,False,Gema,Barranco,Borrell,Kiribati,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-N38YBTDK,01/05/2023,16:34,2082,EXITOSA,España,Goyo,Castañeda,Benavente,Líbano,Z5502387X,Tuvalu,23/01/2025,False,Miguel Ángel,Castañeda,,Líbano,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-ZBTHJC8B,01/05/2023,16:46,2254,EXITOSA,España,Nieves,Pont,Zorrilla,Bhután,Y1818583X,Zimbabwe,27/04/1932,False,Albina,Pont,,Bhután,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-EEX3KW7J,01/05/2023,13:00,1030,EXITOSA,España,Eutimio,Barriga,Costa,Libia,Y5262287Q,Belarús,30/03/1938,False,Jose Angel,Barriga,Tolosa,Libia,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-YCL24N8D,01/07/2023,15:30,2946,EXITOSA,España,Teodosio,Aranda,Llabrés,Zambia,Z2509497H,Samoa,14/09/1914,False,Daniel,Aranda,Coll,Zambia,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-3M6M2PGM,01/07/2023,09:48,1313,EXITOSA,España,Estefanía,Poza,Simó,Islas Salomón,Y1849200Z,Estados Unidos de América,24/11/1971,False,Esther,Poza,Jara,Islas Salomón,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-KUF9FOI1,01/08/2023,16:51,481,EXITOSA,España,Juan Manuel,Valls,,Dinamarca,Y3838232Y,Lituania,06/10/1994,False,Ale,Valls,Ferrer,Dinamarca,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-TO0X70T8,01/08/2023,14:52,1169,EXITOSA,España,Dan,Murillo,Ibarra,Samoa,Z1787607Y,Gabón,29/06/1977,False,Rosa,Murillo,Ramirez,Samoa,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-4RG90VPQ,01/08/2023,18:07,2576,EXITOSA,España,Fabricio,Llamas,Huguet,Suiza,X1734718N,Pakistán,05/02/2015,False,Teófilo,Llamas,Bonilla,Suiza,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-ZNYGQ7JB,01/09/2023,10:55,2558,EXITOSA,España,Jonatan,Morell,Montes,República de Moldova,ZZZ3B33B,Polonia,24/05/1967,False,Andrés,Morell,,República de Moldova,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-UJZZNZH5,01/09/2023,20:09,1090,EXITOSA,España,Adrián,Madrigal,,Togo,Y7772907W,Bhután,22/10/1929,False,Juanita,Cases,Jáuregui,Pakistán,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-MME8171U,01/09/2023,17:28,577,EXITOSA,España,Octavio,Rosales,,Chipre,Z9326552B,Uganda,16/04/1918,False,Cristian,Ríos,Santamaría,Papua Nueva Guinea,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-EUACFU3M,01/10/2023,14:54,2135,EXITOSA,España,Luisina,Hoz,Campoy,San Marino,Z6538013S,Sudáfrica,28/06/1926,False,Bárbara,Hoz,Solana,San Marino,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-1HX9393T,01/10/2023,14:32,1096,EXITOSA,España,Vera,Alberdi,,Antigua y Barbuda,X7843041H,España,20/08/2009,False,Juan José,Alberdi,Salinas,Antigua y Barbuda,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-PD5V7ZDY,01/11/2023,14:20,1407,EXITOSA,España,Teodosio,Aranda,Llabrés,Zambia,Z2509497H,Samoa,14/09/1914,False,Daniel,Aranda,Coll,Zambia,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-KMBFFOUU,01/12/2023,15:34,1281,EXITOSA,España,Manu,Prat,Valderrama,Gabón,X4728854P,Georgia,22/08/1953,False,Edu,Merino,Aguado,Noruega,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-1D2PLWQ4,01/12/2023,17:33,2290,EXITOSA,España,Zaira,Briones,Puente,Bahrein,X1706604G,Bulgaria,24/09/1921,False,Pilar,Briones,Pellicer,Bahrein,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-7WDOGT88,01/12/2023,16:20,1250,EXITOSA,España,Amado,Nogués,Álvarez,Kenya,Z3109475H,Camerún,27/11/2009,False,Kike,Nogués,Montaña,Kenya,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-D2CRHIP9,02/01/2023,16:09,1967,EXITOSA,España,Chuy,Andreu,Cervera,Mongolia,Z3330197D,República Popular Democrática de Corea,03/02/1911,False,Cristóbal,Andreu,Cabrero,Mongolia,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-9KESVXCJ,02/01/2023,23:25,405,EXITOSA,España,Lisandro,Carmona,Diez,Filipinas,X2847505J,Uruguay,24/05/1924,False,Pancho,Carmona,Gelabert,Filipinas,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-OXBI29UG,02/01/2023,11:42,2185,EXITOSA,España,Sandra,Rodrigo,Manrique,Liberia,X3617095T,Países Bajos,13/10/2001,False,Remigio,Rodrigo,Piñol,Liberia,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-W42IHN1F,02/03/2023,22:11,156,EXITOSA,España,Rosario,Santamaría,Lladó,Bahamas,X7941699Y,Líbano,21/08/1990,False,Adelardo,Santamaría,,Bahamas,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-C1X8VZE1,02/03/2023,09:15,2009,CANCELADA,España,Regina,Castejón,Baena,Belice,X9045495D,Suecia,27/07/1914,False,Amaya,Castejón,,Belice,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-OZ8DK0TT,02/03/2023,20:08,647,EXITOSA,España,Zoraida,Bonet,Camacho,Madagascar,X8191505D,Afganistán,12/01/2024,False,Evaristo,Bonet,Bermúdez,Madagascar,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-M6O33NN3,02/03/2023,15:26,680,EXITOSA,España,Tristán,Galan,,Papua Nueva Guinea,Y1345409S,Vanuatu,09/01/2023,True,Jose,Galan,Nadal,Papua Nueva Guinea,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-HXULCHOX,02/04/2023,13:39,1355,EXITOSA,España,Pili,Roig,Garriga,Guinea Bissau,X1717463F,Nigeria,10/05/1964,False,Lucho,Roig,Mancebo,Guinea Bissau,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-4PMCPRUL,02/05/2023,09:35,999,EXITOSA,España,Ester,Viña,Arévalo,Samoa,X4345942T,Liberia,22/09/1910,False,Vera,Viña,Gras,Samoa,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-VCUQA9D1,02/05/2023,15:40,1218,CANCELADA,España,Roberta,Montes,,Islas Salomón,X4840919V,India,01/09/1960,False,Eligia,Montes,Muñoz,Islas Salomón,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-TZNNNQZA,02/05/2023,18:50,2428,EXITOSA,España,Paulina,Jara,,Reino Unido de Gran Bretaña e Irlanda del Norte,Z3853665C,Alemania,11/12/1931,False,María Del Carmen,Jara,Torres,Reino Unido de Gran Bretaña e Irlanda del Norte,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-2GYXSMSV,02/05/2023,13:47,2840,FALLIDA,España,Maximino,Pera,Coello,Tayikistán,X1930156L,Barbados,26/02/1932,False,Rodolfo,Pera,Mancebo,Tayikistán,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-E35RYY7T,02/06/2023,12:34,112,CANCELADA,España,Nando,Peralta,Galvez,Palau,Z1563193A,Panamá,09/12/1922,False,Julieta,Peralta,Cabrero,Palau,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-5U40LSCV,02/06/2023,19:46,420,EXITOSA,España,Rosario,Santamaría,Lladó,Bahamas,X7941699Y,Líbano,21/08/1990,False,Adelardo,Santamaría,,Bahamas,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-R9UYA4JY,02/07/2023,21:49,412,EXITOSA,España,Rocío,Peinado,Ramirez,Maldivas,Z9516726K,Bahrein,24/01/1979,False,Felisa,Peinado,Escolano,Maldivas,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-NIBWBEL6,02/07/2023,13:57,428,EXITOSA,España,José María,Guerra,Botella,Djibouti,Y7616377X,Santo Tomé y Príncipe,08/01/1913,False,Lucila,Guerra,Bermúdez,Djibouti,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-XQ1201LR,02/08/2023,18:10,2150,EXITOSA,España,Saturnino,Fábregas,Sevilla,Timor-Leste,Y1848480F,Sierra Leona,03/02/1954,False,María Ángeles,Fábregas,,Timor-Leste,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-NR80TL7R,02/08/2023,09:43,114,EXITOSA,España,Encarnacion,Arias,Nogués,Lesotho,X9658091T,Libia,19/10/1995,False,Asunción,Arias,Jiménez,Lesotho,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-07V1RF40,02/08/2023,17:31,1848,EXITOSA,España,Samanta,Miró,Madrigal,Islandia,ZZZ93B02,Haití,22/02/1923,False,Almudena,Miró,Ruano,Islandia,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-25B115P0,02/09/2023,15:21,231,EXITOSA,España,Juliana,Asensio,Ayuso,Omán,Y8375950P,Chipre,29/06/2004,False,Jordi,Asensio,Torrents,Omán,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-TOCK78X8,02/09/2023,20:28,1024,FALLIDA,España,Lino,Zamorano,Roselló,Niger,X5527339W,Barbados,06/11/1993,False,Diego,Zamorano,,Niger,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-R5FHK8XP,02/09/2023,14:44,2214,EXITOSA,España,Marino,Romeu,,Lituania,Z9756605X,Afganistán,02/04/1989,False,Jonatan,Romeu,Losa,Lituania,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-YRO0JRBO,02/09/2023,16:47,949,EXITOSA,España,Agapito,Torres,Galindo,Angola,Y4075136X,Panamá,26/06/1966,False,Isidora,Torres,Mateos,Angola,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-OKVG3PEY,02/10/2023,19:04,165,EXITOSA,España,Fernando,Valenzuela,,Mozambique,Y7065830Z,Marruecos,08/09/2014,False,Buenaventura,Valenzuela,,Mozambique,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-SCJFDG2B,02/11/2023,15:52,915,EXITOSA,España,Salomón,Montalbán,Téllez,Irán,X3971956V,Líbano,03/08/1980,False,Estrella,Montalbán,Uría,Irán,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-C397ILZ6,03/01/2023,11:37,2689,CANCELADA,España,Samu,Lucena,Casal,Vanuatu,X8986283E,Fiji,25/06/2022,False,Teresa,Lucena,Miranda,Vanuatu,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-EXG1NXVC,03/01/2023,14:54,2000,EXITOSA,España,Clementina,Meléndez,,Bélgica,X5836907J,Libia,17/06/1918,False,Encarna,Meléndez,Ros,Bélgica,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-AANIP6BG,03/02/2023,15:51,2401,EXITOSA,España,Teodora,González,Escrivá,Italia,X8719809A,Uzbekistán,17/12/2021,False,Eduardo,González,Mir,Italia,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-R8GEGFVU,03/02/2023,09:53,1292,EXITOSA,España,Adelia,Castro,Carballo,Irlanda,Y9120534J,Bahamas,19/04/1934,False,Evaristo,Castro,Andreu,Irlanda,Algeciras,Sujeto_Obligado3,Agente1432,False
TXN-JBXHLPQV,03/04/2023,11:04,2983,EXITOSA,España,Anabel,Delgado,Real,Myanmar,Y6818360R,República Checa,15/05/1928,False,Lidia,Delgado,,Myanmar,Algeciras,Sujeto_Obligado3,Agente1432,False
