NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-8EC4E38S,01/02/2023,10:17,2298,EXITOSA,España,Flavia,Buendía,Iniesta,San Marino,Y2710044Z,Turquía,23/02/2002,False,Celestino,Buendía,Solís,San Marino,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-O7SW0WGA,01/02/2023,15:08,98,EXITOSA,España,Anastasia,Ropero,,Croacia,X3781092F,Haití,14/10/1976,False,Ale,Valls,Ferrer,Dinamarca,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-BKZGR8VB,01/04/2023,16:14,2700,FALLIDA,España,Paula,Fiol,Lluch,Mali,X9948316B,Côte d'Ivoire,09/05/1978,False,Gabriel,Fiol,,Mali,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-TR4PNBCT,01/05/2023,17:28,775,EXITOSA,España,Marina,Pardo,Aguirre,Irlanda,Y8478906Q,Bosnia y Herzegovina,30/12/2022,False,Hilario,Pardo,Asenjo,Irlanda,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-9RD8FU9V,01/05/2023,18:20,294,EXITOSA,España,Fernando,Valenzuela,,Mozambique,Y7065830Z,Marruecos,08/09/2014,False,Buenaventura,Valenzuela,,Mozambique,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-G21SIFE9,01/07/2023,16:13,927,EXITOSA,España,Beatriz,Gámez,,Rwanda,Y4436927B,Federación de Rusia,14/02/1965,False,Jose Manuel,Gámez,Barco,Rwanda,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-ALHN1E34,01/07/2023,11:49,2078,FALLIDA,España,Noemí,Caro,,Egipto,X7320193Y,Guinea,07/01/1993,False,Zaida,Alcaraz,Ferreras,República de Macedonia del Norte,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-L67PC653,01/07/2023,03:13,2944,EXITOSA,España,Socorro,Puga,,Uganda,Z3897624A,Irán,14/12/1968,False,Hilario,Puga,Gibert,Uganda,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-586QIHAO,01/08/2023,15:05,2946,EXITOSA,España,Maxi,Ordóñez,Castell,Saint Kitts y Nevis,Y4799099W,San Vicente y las Granadinas,02/03/2008,False,Jerónimo,Pareja,Pedrosa,Saint Kitts y Nevis,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-4EM1XA45,01/09/2023,13:00,1372,EXITOSA,España,Narciso,Salom,Lago,Uruguay,Z1456194T,Saint Kitts y Nevis,02/10/1962,False,Norberto,Salom,,Uruguay,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-MTCHUW2Q,01/09/2023,11:57,1284,EXITOSA,España,Marcelo,Ferrández,Elorza,Mónaco,Z4570170Y,Eslovaquia,06/08/2010,False,Segismundo,Ferrández,Calderón,Mónaco,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-3C39RDXK,01/10/2023,10:10,1449,EXITOSA,España,Saturnino,Reyes,Barros,Albania,Y9519997N,Estados Unidos de América,07/05/1916,False,Bruno,Reyes,Morcillo,Albania,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-K0XAXW0I,01/10/2023,15:20,505,EXITOSA,España,Flavia,Buendía,Iniesta,San Marino,Y2710044Z,Turquía,23/02/2002,False,Celestino,Buendía,Solís,San Marino,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-P0AC17GU,01/10/2023,16:48,259,EXITOSA,España,Antonia,Catalá,Salom,República Democrática Popular Lao,X3918088S,Bosnia y Herzegovina,17/02/2013,False,Gema,Barranco,Borrell,Kiribati,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-19FK1W2W,01/12/2023,12:03,2713,EXITOSA,España,Felisa,Cardona,Diez,Vietman,Z5194129K,Albania,22/05/2007,False,Victor,Cardona,Robles,Vietman,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-MFE67OKZ,01/12/2023,17:41,1548,EXITOSA,España,Florinda,Romeu,,Gambia,Y4560972V,Albania,15/01/1916,False,Maricela,Badía,,San Marino,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-IP0WHGJN,02/01/2023,20:32,406,EXITOSA,España,Encarnación,Seco,Vazquez,Argelia,Y1749997X,Samoa,17/12/1992,False,Desiderio,Seco,Tudela,Argelia,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-7CNPUMZY,02/02/2023,09:38,1035,EXITOSA,España,Zaira,Amaya,Ortega,Ecuador,X5796125X,Rwanda,18/01/1988,False,Adelardo,Toledo,Andrade,Ecuador,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-K56HMABU,02/04/2023,03:38,2860,EXITOSA,España,Abel,Casanova,,Barbados,Z8144446J,Reino Unido de Gran Bretaña e Irlanda del Norte,10/02/1995,False,Silvia,Acedo,Sans,Barbados,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-1NF9V9N0,02/05/2023,09:03,1041,EXITOSA,España,Loreto,Bauzà,Quiroga,Alemania,X9840244Q,Eslovaquia,19/01/1925,False,Manuelita,Bauzà,Cases,Alemania,Badalona,Sujeto_Obligado1,Agente4744,False
TXN-50N9OYZH,02/05/2023,11:49,345,EXITOSA,España,Lilia,Pareja,Molina,Saint Kitts y Nevis,Y4799099W,San Vicente y las Granadinas,02/03/2008,False,Jerónimo,Pareja,Pedrosa,Saint Kitts y Nevis,Badalona,Sujeto_Obligado1,Agente4744,False
