NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-4EEC22T7,01/01/2023,22:46,62,EXITOSA,España,Amador,Alberdi,Caparrós,Turquía,X4265386J,Nueva Zelandia,19/12/1951,False,Eleuterio,Alberdi,,Turquía,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-7WVGCECI,01/01/2023,10:35,1377,EXITOSA,España,Amarilis,Pons,Macias,Guinea Bissau,X1717463F,Nigeria,10/05/1964,False,Lucho,Roig,Mancebo,Guinea Bissau,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-95SUW2P4,01/03/2023,11:20,1807,EXITOSA,España,Ainoa,Robles,Busquets,Eslovenia,Y0961710W,Namibia,01/05/1998,False,Martin,Asenjo,Colom,Yemen,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-YR6G3UJ6,01/04/2023,10:58,538,EXITOSA,España,Desiderio,Blanca,Solsona,Tuvalu,X2114818Z,Gambia,06/12/1957,False,Saturnina,Blanca,Rico,Tuvalu,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-KRNZ20JG,01/04/2023,02:28,2931,EXITOSA,España,Alba,Acero,,Argentina,Z6861467C,Jordania,11/09/1962,False,Alicia,Acero,Castellanos,Argentina,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-1QTYCO8Q,01/04/2023,13:18,837,EXITOSA,España,Susana,Ocaña,Marcos,Emiratos Árabes Unidos,X4064277Q,Sierra Leona,07/12/1974,False,Valentina,Olivares,Chamorro,Emiratos Árabes Unidos,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-80H445VV,01/04/2023,15:39,2023,CANCELADA,España,Alberto,Toledo,Pacheco,Ecuador,X5796125X,Rwanda,18/01/1988,False,Adelardo,Toledo,Andrade,Ecuador,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-MXKCNZEI,01/05/2023,20:10,361,EXITOSA,España,Bernarda,Olivares,Tejedor,Emiratos Árabes Unidos,X4064277Q,Sierra Leona,07/12/1974,False,Valentina,Olivares,Chamorro,Emiratos Árabes Unidos,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-VKQHLVDL,01/05/2023,14:03,1776,EXITOSA,España,Saturnino,Reyes,Barros,Albania,Y9519997N,Estados Unidos de América,07/05/1916,False,Bruno,Reyes,Morcillo,Albania,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-NTXX5YE5,01/05/2023,11:17,1055,EXITOSA,España,José María,Badía,Hidalgo,San Marino,Z7310131T,Grecia,05/09/1939,False,Maricela,Badía,,San Marino,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
TXN-48S6OO57,01/06/2023,21:32,145,EXITOSA,España,Marino,Chamorro,Cano,Austria,Y5053023Y,San Vicente y las Granadinas,23/05/2000,False,Pepita,Chamorro,,Austria,Alcalá De Henares,Sujeto_Obligado3,Agente5688,False
