NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-HL6TXV7X,01/01/2023,11:28,1163,EXITOSA,España,Amada,Piñol,Aguado,Emiratos Árabes Unidos,X4253384V,Haití,11/11/1933,True,Octavio,Piñol,Casanovas,Emiratos Árabes Unidos,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-E4SR1NZ9,01/01/2023,16:48,1791,EXITOSA,España,Zaira,Briones,Puente,Bahrein,X1706604G,Bulgaria,24/09/1921,False,Pilar,Briones,Pellicer,Bahrein,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-G9KPVF3P,01/02/2023,21:55,2619,EXITOSA,España,Jesús,Anglada,Laguna,Yemen,X3090236W,Bahrein,27/06/1948,False,Hermenegildo,Anglada,Soriano,Yemen,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-66OPSKA3,01/02/2023,15:03,758,EXITOSA,España,Édgar,Criado,,Suiza,X4483905D,Burkina Faso,25/12/1938,False,Adriana,Criado,Blázquez,Suiza,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-TX01XKAY,01/02/2023,06:28,697,EXITOSA,España,Fito,Campoy,,Togo,X6067378R,Estonia,27/06/1986,False,Miguel Ángel,Campoy,Rivera,Togo,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-LG53FCE6,01/03/2023,16:28,1573,EXITOSA,España,Apolonia,Busquets,Montesinos,Maldivas,Y7447351B,Gabón,07/08/2007,False,Roxana,Busquets,Zurita,Maldivas,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-3R526EUE,01/03/2023,16:59,1127,EXITOSA,España,Seve,Amat,Boada,Samoa,Y1016859C,India,26/04/1940,False,Geraldo,Amat,Soriano,Samoa,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-56J8U4BB,01/03/2023,14:13,2797,EXITOSA,España,Clementina,Meléndez,,Bélgica,X5836907J,Libia,17/06/1918,False,Encarna,Meléndez,Ros,Bélgica,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-4HU84C2U,01/04/2023,18:36,1426,EXITOSA,España,Jonatan,Morell,Montes,República de Moldova,Z2143331N,Polonia,24/05/1967,False,Andrés,Morell,,República de Moldova,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-RIGM6VAC,01/05/2023,19:57,2002,EXITOSA,España,Albino,Piquer,Cabañas,Papua Nueva Guinea,Y1985358N,Rumania,19/10/1956,False,Saturnino,Piquer,Alemany,Papua Nueva Guinea,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-64CWBHYJ,01/05/2023,12:41,385,EXITOSA,España,Noemí,Caro,,Egipto,X7320193Y,Guinea,07/01/1993,False,Emigdio,Casal,Medina,Comoras,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-M6WWT3KI,01/05/2023,20:17,366,FALLIDA,España,Alberto,Toledo,Pacheco,Ecuador,X5796125X,Rwanda,18/01/1988,False,Adelardo,Toledo,Andrade,Ecuador,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-0BDZ9Y3M,01/05/2023,21:36,1832,EXITOSA,España,Alba,Acero,,Argentina,Z6861467C,Jordania,11/09/1962,False,Alicia,Acero,Castellanos,Argentina,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-XG4H84EG,01/05/2023,11:38,2735,EXITOSA,España,Emigdio,Villanueva,Sebastián,Brasil,X8040002F,Eslovenia,07/04/1994,False,Rosaura,Villanueva,Coloma,Brasil,Vigo,Sujeto_Obligado3,Agente9519,False
TXN-CWT1S4ED,01/06/2023,10:31,514,EXITOSA,España,Olegario,Rico,Caro,Bolivia,Y5638521Q,Tuvalu,26/11/2020,False,Eusebia,Rico,Gilabert,Bolivia,Vigo,Sujeto_Obligado3,Agente9519,False
