NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-4WNL92AA,01/01/2023,10:21,614,EXITOSA,España,Juliana,Asensio,Ayuso,Omán,Y8375950P,Chipre,29/06/2004,False,Jordi,Asensio,Torrents,Omán,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-4SITL6GL,01/01/2023,17:05,1493,EXITOSA,España,Cecilio,Antón,Serra,Congo,X8493853E,Guinea,21/07/1910,False,Albert,Antón,Terrón,Congo,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-JA0VLENE,01/01/2023,18:53,1913,EXITOSA,España,Adelia,Castro,Carballo,Irlanda,Y9120534J,Bahamas,19/04/1934,False,Evaristo,Castro,Andreu,Irlanda,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-DT91UQ53,01/01/2023,18:34,2680,EXITOSA,España,Albino,Piquer,Cabañas,Papua Nueva Guinea,Y1985358N,Rumania,19/10/1956,False,Saturnino,Piquer,Alemany,Papua Nueva Guinea,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-MJST8921,01/01/2023,20:43,2108,EXITOSA,España,Juan Francisco,Segarra,,Congo,Z0142097P,Eslovenia,24/01/1921,True,Carlito,Segarra,Bermejo,Congo,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-AL88ANSJ,01/01/2023,16:26,2430,EXITOSA,España,Haydée,Clavero,,Tailandia,X8109027D,Italia,22/03/2006,False,Clotilde,Guzman,Leal,Tailandia,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-849Z8GS7,01/02/2023,20:39,1557,EXITOSA,España,Virgilio,Valera,,Côte d'Ivoire,Z1534152B,San Marino,12/07/1937,False,Jose Ignacio,Valera,Badía,Côte d'Ivoire,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-6M5P4B1N,01/02/2023,14:36,95,EXITOSA,España,Maximino,Pera,Coello,Tayikistán,X1930156L,Barbados,26/02/1932,False,Rodolfo,Pera,Mancebo,Tayikistán,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-IW1GSY3L,01/02/2023,21:48,1468,FALLIDA,España,Liliana,Pino,Manzanares,Lituania,X0340805Z,Albania,08/03/2001,False,Ciríaco,Pino,Girón,Lituania,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-SCW4QKDY,01/02/2023,20:42,2859,EXITOSA,España,César,Gimeno,Pujol,Angola,Z9787302W,Sudán del Sur,30/08/1968,False,Andrés,Morell,,República de Moldova,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-BXQYZT99,01/02/2023,21:10,2606,EXITOSA,España,Encarnacion,Villalobos,Cervera,Guyana,Z4214175M,Palau,13/08/1996,False,Amor,Villalobos,Blasco,Guyana,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-31T0SXYN,01/03/2023,17:14,2112,EXITOSA,España,Andrés,Perez,Monreal,Malta,Z0727395W,Senegal,26/11/2022,False,Daniela,Perez,Coll,Malta,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-LIGQQA07,01/03/2023,19:39,2428,EXITOSA,España,Nando,Peralta,Galvez,Palau,Z1563193A,Panamá,09/12/1922,False,Julieta,Peralta,Cabrero,Palau,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-FKYBQMD9,01/03/2023,02:28,2627,EXITOSA,España,Germán,Robledo,Carrión,Cuba,Y1319812V,Honduras,21/10/1944,False,Severino,Robledo,Piña,Cuba,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-9CY6JITS,01/03/2023,12:40,2445,EXITOSA,España,Rocío,Peinado,Ramirez,Maldivas,Z9516726K,Bahrein,24/01/1979,False,Felisa,Peinado,Escolano,Maldivas,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-31859K9U,01/03/2023,09:25,1154,EXITOSA,España,Beatriz,Gámez,,Rwanda,Y4436927B,Federación de Rusia,14/02/1965,False,Jose Manuel,Gámez,Barco,Rwanda,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-M4QBCU3V,01/04/2023,21:23,1497,EXITOSA,España,Ximena,Noriega,Ferrán,Suriname,Y6061137F,Costa Rica,01/03/1940,False,Viviana,Noriega,Vives,Suriname,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-VZYQHQSF,01/04/2023,11:56,929,EXITOSA,España,Crescencia,Osuna,Gallo,Niger,Y5314190P,Kenya,19/08/1920,False,Nazario,Osuna,Ortuño,Niger,Elx-alicante,Sujeto_Obligado2,Agente6055,False
TXN-37FUMTOY,01/04/2023,02:03,1585,EXITOSA,España,Tiburcio,Bru,,Rumania,X9904734Z,Bangladesh,28/01/1913,False,Tomás,Bayona,Jover,República Popular Democrática de Corea,Elx-alicante,Sujeto_Obligado2,Agente6055,False
