NUMERO_TRANSACCION,FECHA,HORA,IMPORTE,ESTADO_OPERACION,PAIS_ORIGEN,NOMBRE_ORDENANTE,APELLIDO_ORDENANTE,SEGUNDO_APELLIDO_ORDENANTE,PAIS_DOC_ORDENANTE,NUM_DOC_ORDENANTE,PAIS_NAC_ORDENANTE,FECHA_NAC_ORDENANTE,es_Agente,NOMBRE_BENEFICIARIO,APELLIDO_BENEFICIARIO,SEGUNDO_APELLIDO_BENEFICIARIO,PAIS_DESTINO,ENT_TOW_CIT_RES,ENT_COD_PAR_ENT,ENT_NAT_REF_COD,es_PEP
TXN-78ZE48RG,01/03/2023,19:21,2758,EXITOSA,España,Aitana,Nicolau,Bayón,Tuvalu,X1330196Z,Islandia,13/01/1914,False,Cayetana,Nicolau,Vives,Tuvalu,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-J2XF3KCG,01/03/2023,21:37,1491,EXITOSA,España,Jeremías,Aguiló,,Botswana,Z7082190N,Suecia,29/07/1929,False,Octavia,Aguiló,Mir,Botswana,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-0OJ492VK,01/03/2023,15:53,185,EXITOSA,España,Concepción,Vallés,Millán,República Checa,Z7509622N,Portugal,15/10/1965,False,José Antonio,Vallés,Amores,República Checa,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-MKXGS8E4,01/03/2023,21:08,2923,EXITOSA,España,Maximino,Pera,Coello,Tayikistán,X1930156L,Barbados,26/02/1932,False,Rodolfo,Pera,Mancebo,Tayikistán,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-25JEPNR0,01/05/2023,12:31,1243,EXITOSA,España,Abraham,Palacio,Colomer,Nueva Zelandia,X9405224H,Kuwait,16/01/1927,False,María Luisa,Palacio,Jerez,Nueva Zelandia,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-TR3ZLM2E,01/06/2023,09:57,2685,EXITOSA,España,Emelina,Merino,Cañas,Noruega,X2794609V,Nicaragua,18/06/2020,False,Edu,Merino,Aguado,Noruega,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-KCLFNYBU,01/07/2023,20:33,1882,EXITOSA,España,Carlito,Barbero,Carnero,Belice,Y9391805E,Irán,24/11/1915,False,Heliodoro,Barbero,,Belice,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-D00W4NP8,01/08/2023,15:54,165,EXITOSA,España,Severo,Lobo,Lerma,Indonesia,X1654143Y,Egipto,28/03/1924,False,Florentina,Lobo,Larrea,Indonesia,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-36F0TOTZ,01/10/2023,10:51,1356,EXITOSA,España,Paulina,Jara,,Reino Unido de Gran Bretaña e Irlanda del Norte,Z3853665C,Alemania,11/12/1931,False,María Del Carmen,Jara,Torres,Reino Unido de Gran Bretaña e Irlanda del Norte,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-PEIWA10J,01/11/2023,17:50,131,FALLIDA,España,Plácido,Escamilla,,Canadá,Z5579888R,Zimbabwe,29/11/2021,False,Andrés,Escamilla,,Canadá,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-7AHPYNDX,01/12/2023,13:03,2128,EXITOSA,España,Sonia,Canales,Royo,Marruecos,Z1176445T,Eslovenia,02/06/1997,False,Tere,Canales,Agullo,Marruecos,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-ZLDDLU7L,02/01/2023,16:33,2624,FALLIDA,España,Marina,Pardo,Aguirre,Irlanda,Y8478906Q,Bosnia y Herzegovina,30/12/2022,False,Hilario,Pardo,Asenjo,Irlanda,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-K19Z9F01,02/01/2023,14:24,2305,EXITOSA,España,Jenaro,Perelló,Codina,Vanuatu,Z5709898S,Djibouti,19/01/1973,False,Amador,Perelló,Barberá,Vanuatu,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-XXJXCTU7,02/02/2023,18:31,1349,EXITOSA,España,Juliana,Asensio,Ayuso,Omán,ZZZC0696,Chipre,29/06/2004,False,Jordi,Asensio,Torrents,Omán,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-PU1LDCYQ,02/02/2023,09:48,64,EXITOSA,España,Carlito,Barbero,Carnero,Belice,Y9391805E,Irán,24/11/1915,False,Heliodoro,Barbero,,Belice,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-Z4WB59GQ,02/02/2023,17:03,2181,CANCELADA,España,María Belén,Gomila,Nebot,Kirguistán,X5759274M,República Árabe Siria,19/01/2024,False,Noemí,Gomila,Español,Kirguistán,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-TPEX0WHX,02/02/2023,11:30,2242,EXITOSA,España,Chuy,Andreu,Cervera,Mongolia,Z3330197D,República Popular Democrática de Corea,03/02/1911,False,Cristóbal,Andreu,Cabrero,Mongolia,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-QOYNRUVT,02/03/2023,17:28,1978,EXITOSA,España,Aroa,Mínguez,Yáñez,Mongolia,Y8214026G,Jamaica,07/02/1996,False,Gonzalo,Ocaña,,Afganistán,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-T7J79NG8,02/04/2023,10:18,467,EXITOSA,España,Baudelio,Rincón,Esteban,Liberia,Y2424436C,Kirguistán,24/10/1917,False,Dolores,Leon,Arenas,Liberia,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-ZLCZPSL1,02/05/2023,18:35,462,EXITOSA,España,Jenny,Caparrós,Niño,Canadá,Z5852749J,Luxemburgo,30/12/1965,False,Evelia,Caparrós,Macías,Canadá,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-KRE10DYX,02/06/2023,12:16,2946,EXITOSA,España,Teresa,Cifuentes,Camacho,Saint Kitts y Nevis,Z9797720R,India,04/12/1973,False,Maxi,Cifuentes,Costa,Saint Kitts y Nevis,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-HC0URF60,02/06/2023,11:42,2097,FALLIDA,España,Rocío,Peinado,Ramirez,Maldivas,Z9516726K,Bahrein,24/01/1979,False,Felisa,Peinado,Escolano,Maldivas,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-4OF8DQRE,02/06/2023,15:41,1754,EXITOSA,España,Socorro,Puga,,Uganda,Z3897624A,Irán,14/12/1968,False,Hilario,Puga,Gibert,Uganda,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-GIB1ZI5Y,02/07/2023,17:41,703,EXITOSA,España,Cirino,Riera,Adadia,Cuba,ZZZC1500,Chile,27/11/1992,False,Teófilo,Riera,Garcés,Cuba,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-74KTMXJ0,02/08/2023,09:40,2538,EXITOSA,España,Tiburcio,Bru,,Rumania,X9904734Z,Bangladesh,28/01/1913,False,Benjamín,Patiño,Matas,Kirguistán,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-FEIUK69P,02/08/2023,14:08,735,EXITOSA,España,Miguela,Salazar,,Luxemburgo,Y4055137K,República Centroafricana,09/07/2014,False,Lidia,Salazar,Ferreras,Luxemburgo,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-K7JV27N9,02/08/2023,17:18,1879,EXITOSA,España,Apolonia,Busquets,Montesinos,Maldivas,Y7447351B,Gabón,07/08/2007,False,Roxana,Busquets,Zurita,Maldivas,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-MXZ5RR8S,02/08/2023,16:32,2893,EXITOSA,España,Eliana,Leon,Morera,Malawi,Z1186700C,Argelia,05/11/1960,False,Fidela,Leon,Chamorro,Malawi,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-L8F4O8XI,02/09/2023,20:57,1258,EXITOSA,España,Severo,Río,Alberto,Uganda,Z8308697K,Brunei Darussalam,26/03/2022,False,Pili,Río,Tomas,Uganda,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-4AMC3P2O,02/10/2023,11:48,2828,EXITOSA,España,Jeremías,Aguiló,,Botswana,Z7082190N,Suecia,29/07/1929,False,Octavia,Aguiló,Mir,Botswana,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-8CO5FN6Q,02/11/2023,14:23,2405,EXITOSA,España,Salomón,Montalbán,Téllez,Irán,X3971956V,Líbano,03/08/1980,False,Estrella,Montalbán,Uría,Irán,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-PXEVHLNQ,02/11/2023,15:28,55,EXITOSA,España,Carlito,Barbero,Carnero,Belice,Y9391805E,Irán,24/11/1915,False,Heliodoro,Barbero,,Belice,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-6C76SMAC,02/11/2023,13:20,381,EXITOSA,España,Alba,Acero,,Argentina,Z6861467C,Jordania,11/09/1962,False,Alicia,Acero,Castellanos,Argentina,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-2R28IHN6,02/12/2023,15:27,115,FALLIDA,España,Sonia,Canales,Royo,Marruecos,Z1176445T,Eslovenia,02/06/1997,False,Tere,Canales,Agullo,Marruecos,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-EQFU1254,02/12/2023,20:44,2901,EXITOSA,España,Saturnino,Fábregas,Sevilla,Timor-Leste,Y1848480F,Sierra Leona,03/02/1954,False,María Ángeles,Fábregas,,Timor-Leste,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-SHWOD34P,03/02/2023,14:29,556,EXITOSA,España,Jose Manuel,Yáñez,Roldán,Pakistán,Z9181968M,Timor-Leste,25/08/1974,False,Pepita,Yáñez,Sedano,Pakistán,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-SBLBGM9W,03/02/2023,17:47,353,EXITOSA,España,Cruz,Cases,Blanch,Pakistán,Z5346143M,Letonia,08/08/1949,False,Juanita,Cases,Jáuregui,Pakistán,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-3YAJA1LI,03/03/2023,17:14,1206,EXITOSA,España,Eladio,Pareja,Bou,México,X9382404Z,Chile,08/12/1999,False,Victoria,Pareja,Ferrer,México,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-V1UIZI6U,03/04/2023,12:31,2089,EXITOSA,España,Roberta,Montes,,Islas Salomón,X4840919V,India,01/09/1960,False,Eligia,Montes,Muñoz,Islas Salomón,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-H1O08YCF,03/04/2023,14:14,2497,CANCELADA,España,Bonifacio,Álvaro,Hernando,Tonga,Z9265225W,Papua Nueva Guinea,09/05/1943,False,Paz,Sureda,Roda,Tonga,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-OUJM8JNZ,03/04/2023,18:31,2242,EXITOSA,España,Seve,Amat,Boada,Samoa,Y1016859C,India,26/04/1940,False,Geraldo,Amat,Soriano,Samoa,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-AZ8G0K9E,03/04/2023,21:06,2990,EXITOSA,España,Samanta,Miró,Madrigal,Islandia,X3166873A,Haití,22/02/1923,False,Almudena,Miró,Ruano,Islandia,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-3RZO0LJU,03/04/2023,19:38,228,EXITOSA,España,Salomé,Bonilla,Azorin,Swazilandia,X2501157E,Botswana,09/11/1921,False,Matías,Bonilla,,Swazilandia,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-EATHTFXO,03/05/2023,18:47,2727,FALLIDA,España,América,Herrera,Pozuelo,República Árabe Siria,Y0621131F,Lituania,16/05/1950,False,Silvia,Herrera,Giménez,República Árabe Siria,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-DLWZYMBW,03/05/2023,11:13,2158,EXITOSA,España,Liliana,Pino,Manzanares,Lituania,X0340805Z,Albania,08/03/2001,False,Ciríaco,Pino,Girón,Lituania,Aranjuez,Sujeto_Obligado12,Agente7154,False
TXN-942O712V,03/05/2023,19:32,1569,EXITOSA,España,Pascual,Costa,Mulet,Madagascar,Z8119270E,Irán,30/09/1970,False,Gaspar,Costa,Cuéllar,Madagascar,Aranjuez,Sujeto_Obligado12,Agente7154,False
